Gene	OQ1	OQ2	OQ3	OQ4	OW1	OW2	OW3	OW4
FEX_0000365	803.75	824.97	1130.79	866.94	1054.00	1201.81	874.63	1020.88
FEX_0000366	1.00	0.00	3.00	1.00	0.00	2.00	2.00	0.00
FEX_0000368	26.00	14.00	32.00	17.00	3.00	7.00	19.00	19.00
FEX_0000369	14.00	3.00	0.00	2.00	2.00	0.00	8.00	3.00
FEX_0000370	6.00	0.00	4.38	0.00	0.00	2.00	0.00	2.00
FEX_0000371	86.00	64.00	163.00	175.00	113.00	124.00	99.00	100.00
FEX_0000372	5.00	8.00	18.00	14.00	2.00	22.00	14.00	11.00
FEX_0000373	78.00	46.00	81.00	79.79	52.00	100.49	143.77	59.00
FEX_0000374	7.00	9.00	18.00	12.21	4.00	19.51	24.23	8.00
FEX_0000375	166.91	277.63	102.64	26.55	20.47	23.43	10.93	8.25
FEX_0000376	7.00	9.00	18.00	12.00	0.00	13.00	9.00	11.00
FEX_0000377	879.29	725.85	398.33	606.36	1346.09	1209.28	1428.05	1306.18
FEX_0000378	1.00	3.00	6.00	8.00	0.00	161.00	1.00	3.00
FEX_0000379	7497.91	2947.20	1433.65	1472.92	2292.95	2063.49	3454.97	3003.07
FEX_0000380	715.90	762.66	674.50	732.54	349.43	315.96	235.03	219.24
FEX_0000381	48.10	32.34	60.50	53.46	132.57	126.04	217.97	230.76
FEX_0000382	193.83	73.06	0.00	36.91	58.96	79.51	701.43	3.15
FEX_0000383	534.17	444.94	1097.00	537.09	308.04	456.49	354.57	321.85
FEX_0000384	36.00	6.00	36.00	43.00	9.00	29.00	23.00	42.00
FEX_0000386	94.00	32.00	38.00	33.00	85.00	76.00	36.00	92.00
FEX_0000387	0.00	0.00	2.00	2.00	0.00	1.00	5.00	2.00
FEX_0000388	5646.00	2978.00	1874.00	2795.00	5642.00	4407.00	6433.00	4474.00
FEX_0000389	3.00	6.00	3.00	6.00	3.00	0.00	3.00	4.00
FEX_0000390	260.00	204.28	777.00	325.88	153.00	118.89	88.00	78.00
FEX_0000391	5.00	0.00	7.00	3.00	4.00	16.00	5.00	0.00
FEX_0000392	29.00	16.00	18.00	23.00	29.00	42.00	26.00	28.00
FEX_0000393	0.00	10.00	63.00	2.00	5.00	3.00	3.00	5.00
FEX_0000394	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00
FEX_0000395	49.47	9.44	25.87	29.37	3.51	37.63	17.90	22.39
FEX_0000396	10.61	11.58	20.13	24.95	5.49	13.34	4.29	7.64
FEX_0000397	10.00	8.00	2.08	22.00	17.00	47.07	15.00	35.98
FEX_0000398	12.97	13.05	26.72	15.38	15.48	35.39	48.83	9.02
FEX_0000400	5.70	12.03	13.18	16.00	22.00	35.18	42.18	23.02
FEX_0000401	82.00	15.00	58.00	62.18	52.00	25.00	106.00	47.02
FEX_0000402	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0000403	11.30	0.00	3.50	0.00	0.00	1.82	10.94	0.00
FEX_0000404	2.00	4.00	0.00	14.00	0.00	1.00	2.00	0.00
FEX_0000405	6.91	0.00	0.00	2.29	0.00	1.00	5.19	4.00
FEX_0000406	5.09	10.00	15.00	7.71	12.00	11.00	4.81	0.00
FEX_0000407	81329.00	74474.00	91914.00	106517.00	40938.00	46153.00	21017.00	26124.00
FEX_0000408	239.00	105.00	46.00	244.00	225.00	422.00	413.00	300.00
FEX_0000409	686.28	749.01	779.31	802.56	596.13	528.31	382.38	322.79
FEX_0000410	346.98	337.45	235.33	334.68	297.95	342.07	281.96	223.94
FEX_0000411	792.74	576.55	645.36	418.76	548.92	435.63	416.65	327.27
FEX_0000412	7.40	5.29	18.68	35.97	5.41	8.93	3.54	14.44
FEX_0000413	6.31	21.25	32.59	26.20	18.60	27.08	28.63	5.69
FEX_0000414	13.71	18.64	4.86	6.78	11.40	35.66	54.12	17.62
FEX_0000415	4.00	21.00	7.00	6.00	2.00	26.00	1.00	6.00
FEX_0000416	24.00	18.00	44.79	29.00	25.00	18.99	12.00	9.00
FEX_0000417	9.64	2.00	5.21	15.00	0.00	2.88	2.00	3.00
FEX_0000418	61.36	47.00	100.00	116.00	100.00	82.13	45.00	23.00
FEX_0000419	12.00	0.44	4.00	1.33	0.00	9.53	0.00	6.21
FEX_0000420	4.00	0.00	2.00	8.00	0.00	2.00	0.00	0.00
FEX_0000421	0.00	1.00	0.00	1.00	1.00	3.00	0.00	0.00
FEX_0000422	57.60	96.27	64.32	126.71	66.59	88.54	64.46	54.35
FEX_0000423	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0000424	86.00	59.00	49.00	90.54	8.00	5.00	7.70	10.00
FEX_0000425	42.00	50.89	21.17	34.75	12.54	39.26	32.11	49.22
FEX_0000426	2.03	2.45	0.00	1.08	0.00	0.00	3.00	1.00
FEX_0000427	5.00	5.31	0.00	0.00	3.00	1.00	11.99	5.00
FEX_0000428	49.00	29.00	70.19	41.00	133.00	116.00	70.00	109.00
FEX_0000429	35.08	26.18	21.31	26.70	5.29	48.48	30.96	29.04
FEX_0000431	13.00	26.47	51.90	36.00	18.95	14.00	4.56	13.00
FEX_0000432	4190.84	5143.11	1348.35	491.30	3145.72	890.06	1610.45	466.75
FEX_0000433	1331.00	932.00	533.00	509.00	333.00	342.00	311.00	141.00
FEX_0000434	51.00	19.11	11.06	40.00	53.00	57.00	42.06	20.00
FEX_0000435	983.53	581.28	428.63	547.00	641.91	989.91	818.13	831.72
FEX_0000436	538.47	215.61	571.31	443.00	400.09	999.09	570.81	799.28
FEX_0000437	29.72	15.30	91.81	57.46	20.09	22.27	25.54	26.57
FEX_0000439	24.00	7.00	24.00	16.00	3.00	15.00	24.00	13.00
FEX_0000440	2.00	0.00	7.00	1.00	4.00	2.00	6.00	1.00
FEX_0000441	2.00	6.00	22.00	15.00	6.00	8.00	11.00	1.00
FEX_0000442	0.00	0.00	13.00	0.00	0.00	1.00	5.00	0.00
FEX_0000443	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0000444	12.00	7.00	6.00	13.00	11.00	9.00	8.00	11.00
FEX_0000445	4.00	0.00	5.00	2.00	0.00	0.00	1.00	0.00
FEX_0000446	234.49	154.88	82.45	182.81	338.88	298.67	303.11	333.36
FEX_0000447	11.59	19.26	70.59	34.19	21.12	9.83	16.89	8.64
FEX_0000448	2.00	2.00	2.00	3.00	6.00	2.00	0.00	0.00
FEX_0000449	0.00	0.00	1.00	1.00	0.00	2.00	0.00	0.00
FEX_0000450	0.00	16.78	8.96	10.00	5.00	6.00	19.00	0.00
FEX_0000451	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000453	8.00	16.19	81.64	20.70	3.00	3.11	11.65	9.10
FEX_0000454	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000455	1.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000456	1.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000457	0.00	0.00	0.00	1.66	2.79	1.00	0.00	0.00
FEX_0000458	1.00	0.00	2.00	0.00	1.00	8.00	0.00	0.00
FEX_0000459	188.17	210.93	205.41	165.20	165.78	146.81	189.82	103.66
FEX_0000460	14.86	43.00	111.00	43.87	12.00	39.00	20.29	21.00
FEX_0000461	3.00	0.00	39.93	4.07	0.00	0.00	4.34	0.00
FEX_0000462	5.00	13.00	63.00	19.00	9.00	13.00	4.00	6.00
FEX_0000463	0.00	1.00	1.00	0.00	1.00	0.00	1.00	0.00
FEX_0000465	2.00	2.00	0.00	7.00	3.62	1.11	2.28	7.00
FEX_0000466	26.70	14.03	7.10	34.00	7.73	31.33	63.96	25.05
FEX_0000467	4.99	2.00	0.96	8.00	3.00	7.88	8.12	9.00
FEX_0000468	1291.37	852.30	543.85	1080.29	1260.70	1545.79	1015.59	1004.62
FEX_0000469	573.00	340.00	615.00	416.00	484.00	374.00	649.00	462.00
FEX_0000470	13.00	0.00	6.00	5.00	4.00	4.00	0.00	0.00
FEX_0000472	5.00	9.00	7.00	0.00	1.00	7.00	13.00	2.00
FEX_0000474	1.00	4.00	5.00	2.02	2.00	2.00	5.00	9.00
FEX_0000475	433.13	385.61	330.16	307.23	289.49	318.76	217.69	144.29
FEX_0000476	811.87	341.39	222.84	433.77	622.51	440.24	469.31	345.71
FEX_0000477	503.00	551.00	726.00	617.00	386.00	379.00	194.00	287.00
FEX_0000478	2287.00	1239.00	972.00	1505.01	1894.08	1782.00	3203.02	3208.00
FEX_0000479	1568.96	700.67	231.27	332.07	449.93	453.96	550.42	413.75
FEX_0000480	1408.04	635.33	498.73	489.93	890.07	605.04	1304.58	1010.25
FEX_0000481	1328.41	1129.58	745.18	891.37	760.66	742.14	745.15	284.49
FEX_0000482	276.59	214.42	106.82	202.63	313.34	245.86	357.85	371.51
FEX_0000483	1146.00	1101.35	688.51	686.23	725.00	907.32	691.96	466.00
FEX_0000484	38.21	75.65	191.49	102.83	11.00	12.88	7.60	11.54
FEX_0000485	41.79	0.00	0.00	23.94	0.00	22.80	25.44	13.46
FEX_0000486	75.67	195.29	237.50	182.57	142.74	231.88	89.75	60.83
FEX_0000487	258.33	223.71	208.50	349.43	314.26	359.12	297.79	330.17
FEX_0000488	18.00	7.00	13.75	9.00	5.00	14.43	9.07	7.00
FEX_0000489	1.38	1.00	4.00	1.48	0.00	2.38	4.77	0.00
FEX_0000490	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000491	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000492	7.00	4.00	11.00	9.00	5.00	7.00	5.00	8.00
FEX_0000493	16.73	148.95	532.23	118.90	109.23	71.59	103.64	30.11
FEX_0000494	557.27	916.92	367.23	852.49	817.98	1318.17	506.31	711.32
FEX_0000495	0.00	3.00	0.00	0.00	1.00	0.00	0.00	5.00
FEX_0000496	81.00	80.02	0.00	62.67	182.69	191.13	85.00	111.57
FEX_0000497	1.00	1.11	16.75	3.93	1.09	0.00	1.04	0.00
FEX_0000498	0.00	0.00	8.79	0.00	0.00	4.11	0.00	0.00
FEX_0000499	19.00	13.00	28.00	21.00	10.00	24.00	10.00	1.00
FEX_0000500	0.00	28.00	3.74	73.39	64.39	22.83	19.35	0.00
FEX_0000501	1878.07	1570.19	482.73	1220.94	1449.89	1923.89	2549.16	906.81
FEX_0000502	1818.69	1412.29	1332.35	925.18	970.50	809.87	848.61	694.46
FEX_0000503	5.62	1.00	1.00	0.00	6.00	21.91	13.23	3.00
FEX_0000504	142.24	103.51	84.19	120.49	70.22	91.41	58.89	44.73
FEX_0000505	179.48	112.59	250.77	199.32	183.40	245.39	197.22	238.22
FEX_0000506	692.52	430.41	273.23	527.68	998.60	1020.61	1148.78	1849.80
FEX_0000507	62.00	60.00	149.00	47.00	76.00	69.00	67.00	70.00
FEX_0000508	4.00	4.00	2.00	7.00	10.00	12.00	43.00	16.00
FEX_0000509	0.00	0.00	4.00	0.00	1.00	3.00	2.00	0.00
FEX_0000510	0.00	2.00	1.00	0.00	0.00	0.00	0.00	1.00
FEX_0000511	77.00	91.00	223.00	54.00	55.00	59.00	19.00	54.00
FEX_0000512	160.00	164.00	88.00	208.10	155.00	345.00	193.00	235.00
FEX_0000513	13.00	5.00	23.00	6.00	9.00	25.00	24.00	0.00
FEX_0000514	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00
FEX_0000515	1.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00
FEX_0000516	21.19	17.00	28.00	34.00	19.19	34.00	37.96	10.00
FEX_0000517	217.27	345.99	78.09	291.33	194.52	281.01	252.37	174.51
FEX_0000518	356.73	397.01	875.91	467.67	576.48	384.99	293.63	414.57
FEX_0000519	2801.00	2822.00	26714.00	10732.00	1973.24	1933.31	2048.00	2030.00
FEX_0000520	3254.12	626.47	851.32	906.44	1944.41	1363.84	1996.41	1464.55
FEX_0000521	549.88	447.53	804.68	864.56	379.35	351.85	213.59	175.45
FEX_0000522	208.00	5.00	33.66	256.90	45.00	111.00	33.72	64.17
FEX_0000523	71.17	30.85	78.51	144.28	74.64	59.50	49.91	68.84
FEX_0000524	1760.48	1204.47	850.89	955.16	1230.42	1281.76	909.68	701.57
FEX_0000525	390.00	399.00	541.00	459.00	247.00	265.00	139.00	127.66
FEX_0000526	614.63	406.70	984.15	609.71	624.30	468.21	319.36	198.95
FEX_0000527	13.00	1.00	10.00	27.00	6.00	36.00	11.00	4.00
FEX_0000528	1.00	2.00	0.00	0.00	2.00	0.00	1.00	0.00
FEX_0000529	3.00	0.00	5.34	1.88	0.00	0.00	1.00	1.00
FEX_0000530	1.41	2.70	0.89	0.00	8.53	5.00	10.38	2.00
FEX_0000531	0.00	0.00	1.00	0.00	0.00	2.00	1.00	8.00
FEX_0000532	50.00	55.00	106.00	136.00	83.00	77.00	42.00	73.00
FEX_0000533	1.00	0.00	1.00	3.00	1.00	1.00	5.00	1.00
FEX_0000534	130.17	220.66	401.81	373.62	91.27	113.62	37.41	86.58
FEX_0000535	63.00	18.00	47.00	57.00	34.00	91.00	60.00	62.00
FEX_0000536	9.00	2.00	24.00	18.00	7.00	3.00	14.00	7.00
FEX_0000537	59.83	25.34	99.96	94.38	41.73	56.38	63.59	25.42
FEX_0000538	401.00	484.00	557.00	683.00	516.00	523.00	288.00	344.00
FEX_0000539	130.00	54.00	24.00	54.00	38.00	81.00	29.00	27.00
FEX_0000540	289.00	282.00	484.00	272.00	253.00	258.00	138.00	173.00
FEX_0000541	1.00	0.00	7.00	4.00	4.00	4.00	0.00	4.00
FEX_0000542	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00
FEX_0000543	2166.57	1796.39	1190.82	1617.88	1448.46	1437.52	1350.50	1332.56
FEX_0000544	218.43	188.61	658.18	307.12	170.54	203.48	112.50	125.44
FEX_0000545	424.13	586.12	651.88	443.12	513.14	773.05	422.04	465.27
FEX_0000546	1026.87	579.88	385.12	543.88	1088.86	709.95	910.96	671.73
FEX_0000547	326.05	384.52	403.55	420.00	382.86	351.77	251.00	250.00
FEX_0000548	22.00	13.00	17.00	21.00	24.00	19.00	26.00	17.00
FEX_0000549	5.00	5.00	2.00	2.00	4.00	0.00	3.00	1.00
FEX_0000550	0.00	1.00	3.00	5.00	1.00	0.00	0.00	0.00
FEX_0000551	2722.94	544.47	227.57	213.09	496.60	235.63	716.72	236.24
FEX_0000552	4207.89	1263.53	528.43	735.91	1424.40	908.37	1740.28	1046.76
FEX_0000553	1987.00	1145.35	481.00	934.03	1468.08	1086.35	1444.58	1488.96
FEX_0000554	14.14	6.16	10.65	26.06	22.34	17.59	24.50	7.23
FEX_0000555	0.00	0.00	12.00	1.00	0.00	1.00	0.00	2.00
FEX_0000556	3.07	3.78	3.00	3.51	5.59	7.47	5.13	7.47
FEX_0000557	2.38	3.57	0.00	2.00	7.81	3.02	7.05	9.12
FEX_0000558	408.33	229.18	56.29	65.30	233.52	77.55	169.52	50.26
FEX_0000559	2.00	6.00	2.00	4.00	3.00	5.00	5.00	5.00
FEX_0000560	9.00	1.00	28.00	7.00	1.00	2.00	1.00	2.00
FEX_0000561	52.63	68.28	57.52	81.12	97.85	109.63	54.23	42.29
FEX_0000562	2.15	2.48	1.18	6.24	7.21	15.89	14.04	9.86
FEX_0000563	5.10	0.00	2.08	2.00	1.06	1.14	1.04	0.00
FEX_0000564	113.64	86.72	251.48	164.88	146.15	75.37	61.08	75.71
FEX_0000565	2.00	6.00	11.00	13.00	1.00	1.00	2.00	2.09
FEX_0000566	0.00	0.00	2.00	0.00	3.00	1.00	0.00	4.00
FEX_0000567	98.88	104.45	100.16	117.13	90.79	141.21	126.15	80.31
FEX_0000568	2.54	6.23	5.00	7.28	0.00	0.00	5.00	0.00
FEX_0000569	8.00	0.00	4.00	3.00	0.00	8.00	3.00	9.77
FEX_0000570	1.00	2.31	0.00	1.00	2.48	5.52	5.45	8.17
FEX_0000571	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000572	7.07	2.01	11.30	13.15	7.01	5.07	14.37	8.00
FEX_0000574	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0000575	26.70	32.06	24.37	43.10	4.00	15.40	12.98	12.97
FEX_0000576	20.96	21.86	41.82	19.15	8.70	25.88	21.26	22.59
FEX_0000577	5.11	7.85	9.07	13.50	6.14	9.08	7.21	0.00
FEX_0000578	1.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00
FEX_0000579	8.09	72.52	29.44	21.95	2.00	4.80	7.00	8.75
FEX_0000580	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000581	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
FEX_0000582	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
FEX_0000583	21.00	16.00	55.00	23.00	27.00	25.00	11.00	31.00
FEX_0000584	15.02	20.34	27.69	18.13	1.00	3.03	13.00	1.00
FEX_0000586	7.00	1.00	8.00	2.00	0.00	1.00	6.00	2.00
FEX_0000587	3.00	0.00	7.00	6.00	4.00	9.00	13.00	5.00
FEX_0000589	13.11	11.31	9.00	8.41	6.30	21.46	51.73	4.22
FEX_0000590	0.00	0.00	0.00	4.40	0.00	0.00	0.00	0.00
FEX_0000591	21.06	19.24	79.26	56.69	545.75	466.00	1356.16	152.60
FEX_0000593	16.00	0.00	0.00	0.00	0.00	0.00	0.00	13.00
FEX_0000594	14.00	28.44	215.45	124.79	53.46	67.00	113.40	20.00
FEX_0000595	0.00	1.56	17.55	3.21	8.54	0.00	10.60	0.00
FEX_0000596	5.00	1.00	3.00	4.00	1.00	4.00	2.00	2.00
FEX_0000597	1.00	2.00	4.00	2.00	1.00	2.00	0.00	1.00
FEX_0000598	2.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00
FEX_0000599	0.00	0.00	3.00	1.00	0.00	0.00	3.00	1.00
FEX_0000600	0.00	0.00	3.00	0.00	2.00	2.00	3.00	0.00
FEX_0000601	4.00	1.00	26.00	14.00	6.00	14.00	7.00	0.00
FEX_0000602	42.87	27.77	87.77	40.84	65.01	66.07	30.14	81.33
FEX_0000603	848.72	751.14	890.74	937.37	865.94	1163.94	547.77	536.28
FEX_0000604	32.00	8.00	42.00	38.00	15.00	22.00	30.00	18.00
FEX_0000605	0.00	0.00	1.00	6.00	4.00	5.00	3.00	2.00
FEX_0000606	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000607	297.80	262.86	130.77	284.93	129.06	135.08	105.23	50.72
FEX_0000608	5.00	3.79	2.00	5.00	5.00	10.00	11.00	8.00
FEX_0000609	1594.00	785.21	1088.00	644.00	501.00	714.00	566.00	667.00
FEX_0000610	1933.26	1650.58	541.38	1367.81	1473.89	1543.66	1487.36	818.70
FEX_0000611	629.96	652.62	703.09	724.16	440.27	712.54	367.97	575.23
FEX_0000612	1775.33	1372.76	614.32	1237.07	903.85	1191.98	969.80	556.00
FEX_0000613	1298.45	1711.03	1596.21	1055.97	1347.99	1411.82	1067.87	749.07
FEX_0000614	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000615	36.00	48.00	11.00	11.00	38.00	11.00	15.00	7.00
FEX_0000616	53.00	13.00	41.00	8.00	1.00	6.00	2.00	0.00
FEX_0000617	2873.00	2085.00	1658.00	2200.00	1795.00	2814.00	2554.00	1283.00
FEX_0000618	3.00	9.50	138.58	7.27	6.01	8.21	3.68	0.00
FEX_0000619	4.00	5.00	41.00	16.00	5.00	2.00	5.00	3.00
FEX_0000620	186.38	160.53	97.70	175.65	224.63	376.13	379.06	293.02
FEX_0000621	19.00	7.00	48.00	15.00	9.00	11.00	29.00	18.00
FEX_0000622	0.00	0.00	3.00	4.00	0.00	0.00	0.00	0.00
FEX_0000623	12.00	3.00	14.00	1.00	5.00	2.00	4.00	1.00
FEX_0000624	2190.62	1525.47	989.30	1333.35	1718.37	1396.87	1891.94	1383.98
FEX_0000625	262.00	168.00	72.00	82.00	230.00	189.00	268.00	180.00
FEX_0000626	26.90	24.15	7.00	6.00	3.61	118.43	38.55	8.94
FEX_0000627	68.59	10.44	12.21	0.00	73.26	156.30	450.74	5.31
FEX_0000628	91.41	14.56	2.79	9.00	112.74	43.70	192.26	4.69
FEX_0000629	1.00	0.00	11.00	13.00	6.00	7.00	0.00	0.00
FEX_0000630	3.00	2.00	4.00	1.00	0.00	3.00	1.00	1.00
FEX_0000631	3.00	0.00	0.00	7.59	4.00	3.40	6.00	5.68
FEX_0000632	2.00	8.00	3.38	5.03	0.00	0.00	3.61	3.32
FEX_0000633	0.00	0.00	2.62	2.38	0.00	6.60	0.39	0.00
FEX_0000634	0.76	6.00	146.56	12.00	2.66	1.28	2.00	3.00
FEX_0000635	5.24	0.00	18.44	0.00	1.34	1.72	0.00	0.00
FEX_0000636	376.61	133.64	763.61	228.55	328.86	269.06	329.61	288.00
FEX_0000637	2.00	7.00	19.00	9.00	5.00	4.00	10.00	2.00
FEX_0000638	93.88	153.35	432.66	144.23	103.47	301.09	26.65	8.00
FEX_0000639	0.67	2.27	0.00	0.00	0.00	94.47	13.07	19.35
FEX_0000640	635.83	604.74	476.73	708.21	453.67	939.39	611.67	393.65
FEX_0000641	1434.59	1052.53	896.75	974.36	1371.95	1316.16	980.47	881.36
FEX_0000642	24.63	27.89	26.10	20.23	20.97	14.20	8.19	3.09
FEX_0000643	143.79	84.50	192.15	66.33	11.65	12.64	12.34	34.54
FEX_0000644	39.28	44.00	80.48	36.80	27.00	49.00	18.23	24.24
FEX_0000645	25.00	9.00	14.00	13.00	5.00	18.00	25.00	19.00
FEX_0000646	5.72	6.00	17.52	6.20	4.00	9.00	9.77	1.76
FEX_0000647	434.64	327.00	184.00	301.00	585.00	434.00	516.00	504.00
FEX_0000648	198.36	90.00	163.00	155.00	361.00	208.00	114.00	236.00
FEX_0000649	763.49	508.01	1389.34	478.30	610.66	505.44	376.85	308.37
FEX_0000650	9975.51	6400.99	9112.66	7447.70	5809.34	5592.56	4131.15	4423.63
FEX_0000651	187.91	200.28	229.90	250.20	118.00	143.87	88.47	125.52
FEX_0000652	1.09	5.72	1.10	7.80	0.00	19.13	8.53	8.48
FEX_0000653	132.04	279.43	451.49	777.72	201.61	190.81	217.08	254.00
FEX_0000654	30.96	13.55	34.51	69.28	2.39	31.19	11.47	0.00
FEX_0000655	0.00	0.00	1.00	0.00	0.00	1.00	0.00	1.00
FEX_0000656	258.56	159.72	300.69	238.80	165.39	327.90	168.63	238.14
FEX_0000657	62.44	42.28	467.31	276.20	145.61	182.08	284.37	83.86
FEX_0000658	2.00	0.00	3.00	0.37	1.00	1.02	0.00	0.00
FEX_0000659	4.00	4.00	25.00	10.00	5.00	1.00	8.00	1.00
FEX_0000660	15.00	5.00	4.00	1.63	4.00	27.00	18.00	14.00
FEX_0000661	1.00	1.00	0.00	1.00	0.00	11.00	0.00	2.00
FEX_0000663	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0000664	9.51	5.61	12.36	2.42	2.25	6.71	8.56	3.53
FEX_0000666	0.00	2.00	0.00	0.00	0.00	0.00	0.00	1.00
FEX_0000667	13.00	5.00	3.26	13.72	10.00	9.00	4.00	0.00
FEX_0000668	10.98	10.79	7.02	6.66	4.00	19.60	8.67	3.70
FEX_0000669	238.58	38.81	65.08	185.81	46.65	28.68	46.03	39.93
FEX_0000670	18.00	4.14	21.50	15.00	4.00	3.00	9.27	4.00
FEX_0000672	3.96	0.00	10.88	6.00	4.00	4.13	1.05	4.00
FEX_0000674	3.00	3.00	2.00	1.00	0.00	1.20	2.00	2.01
FEX_0000675	595.27	689.16	463.99	599.47	515.93	601.99	349.48	277.01
FEX_0000676	2.49	5.00	9.05	2.81	5.00	6.51	1.00	0.00
FEX_0000677	43.00	106.00	50.00	34.00	50.00	13.00	12.00	3.00
FEX_0000678	0.00	0.00	1.08	0.00	1.00	2.00	0.00	1.00
FEX_0000679	156.03	95.00	312.00	111.00	53.02	104.00	142.00	50.00
FEX_0000680	2.92	4.70	6.91	5.89	2.69	4.14	5.06	7.99
FEX_0000681	3.00	3.00	4.00	9.00	3.00	1.00	2.00	0.00
FEX_0000682	0.00	2.00	0.00	1.00	0.00	0.00	0.00	0.00
FEX_0000683	268.11	279.71	650.73	308.05	288.71	259.88	250.19	157.35
FEX_0000684	1264.26	742.76	736.27	703.95	450.29	452.28	448.81	285.86
FEX_0000685	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000686	2.00	0.00	1.00	0.00	1.00	0.00	0.00	2.00
FEX_0000688	12.91	9.99	5.94	13.94	8.97	18.95	21.61	18.89
FEX_0000689	48.00	42.00	35.00	84.00	79.00	113.00	99.00	53.00
FEX_0000690	26.10	1.00	8.00	17.18	4.03	6.00	7.09	8.17
FEX_0000691	10.00	4.00	11.11	14.00	10.03	2.00	5.02	11.03
FEX_0000692	73.00	13.02	20.05	13.08	6.00	10.00	38.06	6.00
FEX_0000693	8.82	8.60	16.17	8.68	15.15	13.19	11.87	12.73
FEX_0000695	374.36	425.85	527.27	486.74	492.27	411.86	354.19	428.20
FEX_0000696	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000697	53.32	14.63	23.72	60.34	25.37	40.23	49.24	30.62
FEX_0000698	1.01	0.00	0.00	0.00	2.00	5.00	2.10	3.04
FEX_0000699	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00
FEX_0000700	19.00	13.00	26.00	27.00	9.00	25.00	18.00	5.00
FEX_0000701	4.00	4.00	0.00	2.00	0.00	1.00	0.00	0.00
FEX_0000702	334.04	144.00	511.00	232.00	114.00	118.00	60.09	122.00
FEX_0000704	47.33	27.32	51.03	56.84	41.59	76.61	89.29	55.89
FEX_0000705	838.45	592.42	199.58	459.95	825.33	816.21	716.16	367.34
FEX_0000706	11.86	24.44	306.55	15.43	12.86	34.84	23.98	32.81
FEX_0000707	1.00	2.00	3.00	3.00	263.00	146.00	641.00	71.00
FEX_0000708	4.00	0.00	7.00	0.00	0.00	426.00	0.00	0.00
FEX_0000709	0.00	1.00	6.00	2.00	1.00	1.00	0.00	1.33
FEX_0000710	11.77	0.00	0.00	0.00	0.00	175.31	0.00	0.00
FEX_0000711	25.23	0.00	0.00	0.00	1.00	687.69	0.00	0.00
FEX_0000712	5.00	9.00	19.00	6.00	9.00	6.00	10.00	1.00
FEX_0000713	2223.00	2838.00	946.00	1743.00	1793.00	2089.00	1258.00	760.00
FEX_0000714	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000715	23.00	15.00	68.00	43.00	18.00	124.00	30.00	29.00
FEX_0000716	1.00	0.00	2.00	1.00	1.00	4.00	2.00	3.00
FEX_0000717	47.00	41.18	16.95	27.10	95.57	38.87	80.74	30.13
FEX_0000718	646.00	86.82	58.58	398.90	367.43	123.13	84.03	167.87
FEX_0000719	2.00	1.00	2.00	0.00	2.00	1.00	0.00	2.00
FEX_0000720	69.00	58.00	84.00	119.00	78.00	75.00	157.00	62.00
FEX_0000721	102.03	190.12	141.05	172.00	172.08	149.04	272.00	142.06
FEX_0000722	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000723	13773.54	683.53	800.76	921.37	289.30	231.66	139.09	58.66
FEX_0000724	0.00	0.00	0.00	0.00	1.55	0.00	0.00	0.00
FEX_0000725	553.36	723.95	2847.91	1344.81	849.68	791.34	1568.09	671.47
FEX_0000726	7.00	0.00	1.00	1.03	1.00	5.00	0.00	8.83
FEX_0000727	5.00	2.00	6.00	2.00	1.00	2.03	3.00	2.00
FEX_0000728	54.92	25.00	33.00	48.00	63.00	77.00	61.00	30.24
