Gene	OW1	OW2	OW3	OW4	YW2	YW3	YW4	YW5
FEX_0000364	238.57	275.57	229.07	281.75	519.26	473.78	399.02	225.14
FEX_0000365	1054.00	1201.81	874.63	1020.88	1938.99	1408.62	2598.89	1530.91
FEX_0000366	0.00	2.00	2.00	0.00	2.00	2.00	4.00	0.00
FEX_0000368	3.00	7.00	19.00	19.00	2.00	24.00	5.00	13.00
FEX_0000369	2.00	0.00	8.00	3.00	5.00	6.00	1.00	3.00
FEX_0000370	0.00	2.00	0.00	2.00	0.00	8.85	1.00	3.39
FEX_0000371	113.00	124.00	99.00	100.00	220.00	208.00	126.00	342.00
FEX_0000372	2.00	22.00	14.00	11.00	4.00	18.00	21.00	4.00
FEX_0000373	52.00	100.49	143.77	59.00	53.00	66.00	47.77	45.00
FEX_0000374	4.00	19.51	24.23	8.00	0.00	11.00	8.23	12.00
FEX_0000375	20.47	23.43	10.93	8.25	60.78	79.23	75.05	52.86
FEX_0000376	0.00	13.00	9.00	11.00	2.00	3.00	2.00	7.00
FEX_0000377	1346.09	1209.28	1428.05	1306.18	780.05	819.09	1494.78	166.82
FEX_0000378	0.00	161.00	1.00	3.00	820.00	90.00	2248.00	41.00
FEX_0000379	2292.95	2063.49	3454.97	3003.07	1723.51	2388.55	2404.12	359.51
FEX_0000380	349.43	315.96	235.03	219.24	1180.99	767.65	575.25	586.82
FEX_0000381	132.57	126.04	217.97	230.76	21.01	56.35	137.75	10.18
FEX_0000382	58.96	79.51	701.43	3.15	162.92	377.69	314.06	0.00
FEX_0000383	308.04	456.49	354.57	321.85	586.08	446.31	286.96	568.00
FEX_0000384	9.00	29.00	23.00	42.00	1.00	25.00	15.00	4.00
FEX_0000386	85.00	76.00	36.00	92.00	82.00	132.00	135.00	85.00
FEX_0000387	0.00	1.00	5.00	2.00	0.00	2.00	0.00	1.00
FEX_0000388	5642.00	4407.00	6433.00	4474.00	2900.50	5525.00	5749.00	635.00
FEX_0000389	3.00	0.00	3.00	4.00	3.00	4.00	3.00	3.00
FEX_0000390	153.00	118.89	88.00	78.00	774.00	534.00	323.00	991.00
FEX_0000391	4.00	16.00	5.00	0.00	2.00	1.00	4.00	0.00
FEX_0000392	29.00	42.00	26.00	28.00	27.00	35.00	38.00	27.00
FEX_0000393	5.00	3.00	3.00	5.00	109.00	34.00	28.00	162.00
FEX_0000394	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000395	3.51	37.63	17.90	22.39	27.48	15.36	8.27	16.24
FEX_0000396	5.49	13.34	4.29	7.64	22.15	0.00	5.76	10.76
FEX_0000397	17.00	47.07	15.00	35.98	15.00	19.00	5.00	11.03
FEX_0000398	15.48	35.39	48.83	9.02	12.23	19.09	31.03	14.23
FEX_0000400	22.00	35.18	42.18	23.02	41.00	23.61	27.19	11.72
FEX_0000401	52.00	25.00	106.00	47.02	196.00	27.00	35.00	71.98
FEX_0000402	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000403	0.00	1.82	10.94	0.00	0.00	3.54	1.82	7.28
FEX_0000404	0.00	1.00	2.00	0.00	4.00	0.00	0.00	0.00
FEX_0000405	0.00	1.00	5.19	4.00	0.00	2.00	0.00	0.00
FEX_0000406	12.00	11.00	4.81	0.00	4.00	4.00	11.00	3.00
FEX_0000407	40938.00	46153.00	21017.00	26124.00	72563.00	40326.00	19931.00	35624.00
FEX_0000408	225.00	422.00	413.00	300.00	291.00	317.00	336.00	120.00
FEX_0000409	596.13	528.31	382.38	322.79	1306.86	867.76	753.35	994.83
FEX_0000410	297.95	342.07	281.96	223.94	263.96	266.94	276.50	75.04
FEX_0000411	548.92	435.63	416.65	327.27	978.18	793.30	568.15	1037.13
FEX_0000412	5.41	8.93	3.54	14.44	34.51	30.75	21.43	16.66
FEX_0000413	18.60	27.08	28.63	5.69	21.72	26.34	24.77	9.86
FEX_0000414	11.40	35.66	54.12	17.62	15.67	20.42	20.37	3.16
FEX_0000415	2.00	26.00	1.00	6.00	32.00	44.00	28.00	36.00
FEX_0000416	25.00	18.99	12.00	9.00	26.50	10.00	21.00	14.00
FEX_0000417	0.00	2.88	2.00	3.00	19.74	1.00	3.18	0.00
FEX_0000418	100.00	82.13	45.00	23.00	86.77	53.00	34.82	21.00
FEX_0000419	0.00	9.53	0.00	6.21	9.43	2.05	7.97	3.70
FEX_0000420	0.00	2.00	0.00	0.00	2.00	8.00	3.00	0.00
FEX_0000421	1.00	3.00	0.00	0.00	1.00	1.00	0.00	0.00
FEX_0000422	66.59	88.54	64.46	54.35	202.06	69.20	123.60	73.64
FEX_0000423	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00
FEX_0000424	8.00	5.00	7.70	10.00	2.00	8.00	2.00	3.00
FEX_0000425	12.54	39.26	32.11	49.22	19.82	20.49	45.76	10.69
FEX_0000426	0.00	0.00	3.00	1.00	0.00	2.20	0.00	3.00
FEX_0000427	3.00	1.00	11.99	5.00	2.00	8.00	4.21	4.00
FEX_0000428	133.00	116.00	70.00	109.00	119.06	156.18	119.00	159.00
FEX_0000429	5.29	48.48	30.96	29.04	15.82	21.97	22.25	42.30
FEX_0000431	18.95	14.00	4.56	13.00	180.70	48.73	22.00	114.88
FEX_0000432	3145.72	890.06	1610.45	466.75	1006.27	6190.74	1596.56	106.32
FEX_0000433	333.00	342.00	311.00	141.00	445.00	456.00	411.00	120.00
FEX_0000434	53.00	57.00	42.06	20.00	83.51	69.13	50.00	68.66
FEX_0000435	641.91	989.91	818.13	831.72	1886.90	1119.14	1337.25	749.34
FEX_0000436	400.09	999.09	570.81	799.28	3179.59	1899.74	1403.75	2866.00
FEX_0000437	20.09	22.27	25.54	26.57	89.38	60.12	59.00	216.02
FEX_0000439	3.00	15.00	24.00	13.00	32.00	12.00	18.00	23.00
FEX_0000440	4.00	2.00	6.00	1.00	6.00	3.00	2.00	2.00
FEX_0000441	6.00	8.00	11.00	1.00	2.00	14.00	5.00	19.00
FEX_0000442	0.00	1.00	5.00	0.00	1.00	5.00	4.00	0.00
FEX_0000443	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
FEX_0000444	11.00	9.00	8.00	11.00	3.00	14.00	15.00	9.00
FEX_0000445	0.00	0.00	1.00	0.00	0.00	5.00	0.00	1.00
FEX_0000446	338.88	298.67	303.11	333.36	171.22	265.15	423.99	57.09
FEX_0000447	21.12	9.83	16.89	8.64	186.99	64.85	34.83	177.91
FEX_0000448	6.00	2.00	0.00	0.00	0.00	1.00	3.00	2.00
FEX_0000449	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000450	5.00	6.00	19.00	0.00	2.00	2.00	4.00	0.00
FEX_0000451	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000453	3.00	3.11	11.65	9.10	14.87	43.92	36.07	25.18
FEX_0000454	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000455	0.00	0.00	0.00	0.00	0.00	2.01	0.00	0.00
FEX_0000456	0.00	0.00	0.00	0.00	1.03	0.00	0.00	0.00
FEX_0000457	2.79	1.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000458	1.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000459	165.78	146.81	189.82	103.66	248.98	171.14	175.50	157.52
FEX_0000460	12.00	39.00	20.29	21.00	174.97	56.00	40.00	307.00
FEX_0000461	0.00	0.00	4.34	0.00	0.00	12.21	2.00	12.80
FEX_0000462	9.00	13.00	4.00	6.00	103.00	41.00	23.00	85.00
FEX_0000463	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00
FEX_0000465	3.62	1.11	2.28	7.00	0.00	1.00	1.00	0.00
FEX_0000466	7.73	31.33	63.96	25.05	4.00	13.94	18.25	5.60
FEX_0000467	3.00	7.88	8.12	9.00	0.00	1.07	1.00	1.12
FEX_0000468	1260.70	1545.79	1015.59	1004.62	1595.18	1520.51	1709.56	328.00
FEX_0000469	484.00	374.00	649.00	462.00	248.00	420.00	591.00	54.00
FEX_0000470	4.00	4.00	0.00	0.00	0.00	2.00	1.00	6.00
FEX_0000472	1.00	7.00	13.00	2.00	0.00	5.00	1.00	2.00
FEX_0000474	2.00	2.00	5.00	9.00	3.00	4.00	5.00	0.00
FEX_0000475	289.49	318.76	217.69	144.29	489.14	646.97	416.53	164.68
FEX_0000476	622.51	440.24	469.31	345.71	418.86	535.03	627.47	52.32
FEX_0000477	386.00	379.00	194.00	287.00	1483.00	750.00	641.00	730.00
FEX_0000478	1894.08	1782.00	3203.02	3208.00	608.00	1369.00	2147.00	178.00
FEX_0000479	449.93	453.96	550.42	413.75	193.68	287.55	464.19	37.75
FEX_0000480	890.07	605.04	1304.58	1010.25	273.32	807.45	964.81	67.25
FEX_0000481	760.66	742.14	745.15	284.49	1551.37	1127.33	846.05	239.09
FEX_0000482	313.34	245.86	357.85	371.51	230.63	281.69	407.95	49.91
FEX_0000483	725.00	907.32	691.96	466.00	996.19	1151.52	1119.51	320.00
FEX_0000484	11.00	12.88	7.60	11.54	347.20	68.49	52.87	206.54
FEX_0000485	0.00	22.80	25.44	13.46	49.61	9.99	14.62	26.46
FEX_0000486	142.74	231.88	89.75	60.83	714.66	124.76	155.67	551.94
FEX_0000487	314.26	359.12	297.79	330.17	465.34	280.24	373.01	178.06
FEX_0000488	5.00	14.43	9.07	7.00	15.46	8.00	13.06	6.00
FEX_0000489	0.00	2.38	4.77	0.00	1.00	0.00	0.00	0.00
FEX_0000490	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000491	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000492	5.00	7.00	5.00	8.00	0.00	6.00	3.00	4.00
FEX_0000493	109.23	71.59	103.64	30.11	423.76	176.12	233.08	970.26
FEX_0000494	817.98	1318.17	506.31	711.32	1557.72	1323.67	1562.72	1242.05
FEX_0000495	1.00	0.00	0.00	5.00	6.00	2.00	1.00	13.00
FEX_0000496	182.69	191.13	85.00	111.57	81.93	63.10	93.86	0.00
FEX_0000497	1.09	0.00	1.04	0.00	3.59	3.11	5.33	22.24
FEX_0000498	0.00	4.11	0.00	0.00	0.00	0.00	0.00	47.45
FEX_0000499	10.00	24.00	10.00	1.00	44.00	18.00	6.00	26.00
FEX_0000500	64.39	22.83	19.35	0.00	100.78	27.83	40.41	0.00
FEX_0000501	1449.89	1923.89	2549.16	906.81	1800.88	1048.12	1965.01	339.03
FEX_0000502	970.50	809.87	848.61	694.46	3113.31	1903.72	1686.58	1479.97
FEX_0000503	6.00	21.91	13.23	3.00	0.00	0.00	2.00	0.00
FEX_0000504	70.22	91.41	58.89	44.73	169.03	143.33	47.08	50.00
FEX_0000505	183.40	245.39	197.22	238.22	604.95	366.66	410.18	706.55
FEX_0000506	998.60	1020.61	1148.78	1849.80	566.05	867.34	1319.82	122.45
FEX_0000507	76.00	69.00	67.00	70.00	133.00	67.00	58.00	106.00
FEX_0000508	10.00	12.00	43.00	16.00	6.00	4.00	17.00	0.00
FEX_0000509	1.00	3.00	2.00	0.00	11.00	15.00	11.00	52.00
FEX_0000510	0.00	0.00	0.00	1.00	2.21	0.00	0.00	0.00
FEX_0000511	55.00	59.00	19.00	54.00	255.00	98.00	116.00	239.00
FEX_0000512	155.00	345.00	193.00	235.00	327.79	496.00	330.00	246.00
FEX_0000513	9.00	25.00	24.00	0.00	0.00	13.00	16.00	6.00
FEX_0000514	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00
FEX_0000515	0.00	2.00	2.00	0.00	0.00	1.00	0.00	1.00
FEX_0000516	19.19	34.00	37.96	10.00	14.00	7.00	16.00	51.00
FEX_0000517	194.52	281.01	252.37	174.51	219.14	321.17	284.65	54.61
FEX_0000518	576.48	384.99	293.63	414.57	1076.91	1065.19	1238.35	1568.39
FEX_0000519	1973.24	1933.31	2048.00	2030.00	5886.00	6304.00	3548.00	6214.00
FEX_0000520	1944.41	1363.84	1996.41	1464.55	1449.67	2398.82	2409.90	611.39
FEX_0000521	379.35	351.85	213.59	175.45	1215.33	1734.18	656.10	385.61
FEX_0000522	45.00	111.00	33.72	64.17	796.68	443.14	128.97	406.45
FEX_0000523	74.64	59.50	49.91	68.84	472.28	222.19	171.88	455.54
FEX_0000524	1230.42	1281.76	909.68	701.57	1432.63	1688.78	1495.30	286.25
FEX_0000525	247.00	265.00	139.00	127.66	704.00	698.00	582.00	281.00
FEX_0000526	624.30	468.21	319.36	198.95	1754.82	659.47	577.60	670.00
FEX_0000527	6.00	36.00	11.00	4.00	0.00	9.00	14.00	5.00
FEX_0000528	2.00	0.00	1.00	0.00	0.00	2.00	2.00	2.00
FEX_0000529	0.00	0.00	1.00	1.00	0.00	1.00	0.00	2.29
FEX_0000530	8.53	5.00	10.38	2.00	1.99	2.00	5.27	1.00
FEX_0000531	0.00	2.00	1.00	8.00	2.00	4.00	3.00	0.00
FEX_0000532	83.00	77.00	42.00	73.00	128.00	289.00	134.00	43.00
FEX_0000533	1.00	1.00	5.00	1.00	0.00	3.00	4.00	0.00
FEX_0000534	91.27	113.62	37.41	86.58	753.54	247.97	195.56	995.71
FEX_0000535	34.00	91.00	60.00	62.00	38.00	56.00	62.00	33.00
FEX_0000536	7.00	3.00	14.00	7.00	7.00	18.00	10.00	7.00
FEX_0000537	41.73	56.38	63.59	25.42	34.46	69.03	25.44	36.29
FEX_0000538	516.00	523.00	288.00	344.00	982.00	762.00	476.00	713.00
FEX_0000539	38.00	81.00	29.00	27.00	71.00	64.00	141.00	98.00
FEX_0000540	253.00	258.00	138.00	173.00	561.00	339.00	196.00	328.00
FEX_0000541	4.00	4.00	0.00	4.00	6.00	3.00	3.00	4.00
FEX_0000542	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
FEX_0000543	1448.46	1437.52	1350.50	1332.56	2129.35	2294.10	1744.90	600.09
FEX_0000544	170.54	203.48	112.50	125.44	885.65	475.90	357.10	997.91
FEX_0000545	513.14	773.05	422.04	465.27	1102.64	753.20	672.46	690.64
FEX_0000546	1088.86	709.95	910.96	671.73	634.36	790.80	1249.54	125.36
FEX_0000547	382.86	351.77	251.00	250.00	868.88	367.00	294.00	351.52
FEX_0000548	24.00	19.00	26.00	17.00	1.00	5.00	6.00	3.00
FEX_0000549	4.00	0.00	3.00	1.00	0.00	0.00	1.00	1.00
FEX_0000550	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
FEX_0000551	496.60	235.63	716.72	236.24	76.35	632.70	397.90	29.25
FEX_0000552	1424.40	908.37	1740.28	1046.76	450.65	1351.30	1105.10	86.75
FEX_0000553	1468.08	1086.35	1444.58	1488.96	808.00	1395.00	1668.40	208.00
FEX_0000554	22.34	17.59	24.50	7.23	6.52	10.18	12.41	1.00
FEX_0000555	0.00	1.00	0.00	2.00	0.00	1.00	3.00	1.00
FEX_0000556	5.59	7.47	5.13	7.47	2.83	2.06	8.95	0.00
FEX_0000557	7.81	3.02	7.05	9.12	0.00	3.02	0.00	1.68
FEX_0000558	233.52	77.55	169.52	50.26	36.47	99.76	39.38	13.35
FEX_0000559	3.00	5.00	5.00	5.00	6.00	9.00	2.00	2.00
FEX_0000560	1.00	2.00	1.00	2.00	0.00	12.00	7.00	1.15
FEX_0000561	97.85	109.63	54.23	42.29	76.31	72.32	77.94	71.67
FEX_0000562	7.21	15.89	14.04	9.86	0.00	8.49	1.54	1.29
FEX_0000563	1.06	1.14	1.04	0.00	4.16	4.28	2.10	1.05
FEX_0000564	146.15	75.37	61.08	75.71	317.69	257.68	139.06	414.81
FEX_0000565	1.00	1.00	2.00	2.09	19.00	16.00	0.00	10.00
FEX_0000566	3.00	1.00	0.00	4.00	0.00	6.00	0.00	0.00
FEX_0000567	90.79	141.21	126.15	80.31	147.61	127.01	116.11	81.05
FEX_0000568	0.00	0.00	5.00	0.00	0.00	0.00	2.57	0.00
FEX_0000569	0.00	8.00	3.00	9.77	0.00	3.00	2.05	0.00
FEX_0000570	2.48	5.52	5.45	8.17	1.00	7.76	5.21	4.74
FEX_0000571	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000572	7.01	5.07	14.37	8.00	6.00	12.53	6.42	7.41
FEX_0000574	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000575	4.00	15.40	12.98	12.97	10.09	31.05	13.04	2.00
FEX_0000576	8.70	25.88	21.26	22.59	14.09	9.04	26.01	18.51
FEX_0000577	6.14	9.08	7.21	0.00	9.61	6.22	5.64	3.03
FEX_0000578	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0000579	2.00	4.80	7.00	8.75	1.00	5.01	3.00	0.00
FEX_0000580	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000581	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
FEX_0000582	0.00	0.00	0.00	0.00	2.00	0.00	1.00	8.00
FEX_0000583	27.00	25.00	11.00	31.00	119.00	68.00	15.00	100.67
FEX_0000584	1.00	3.03	13.00	1.00	0.00	1.02	7.03	0.00
FEX_0000586	0.00	1.00	6.00	2.00	0.00	4.00	5.00	3.00
FEX_0000587	4.00	9.00	13.00	5.00	1.00	1.00	7.00	1.00
FEX_0000589	6.30	21.46	51.73	4.22	2.12	41.64	26.34	6.40
FEX_0000590	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.07
FEX_0000591	545.75	466.00	1356.16	152.60	154.31	184.86	312.59	15.02
FEX_0000593	0.00	0.00	0.00	13.00	0.00	0.00	0.00	0.00
FEX_0000594	53.46	67.00	113.40	20.00	37.56	65.00	86.53	32.40
FEX_0000595	8.54	0.00	10.60	0.00	10.44	0.00	3.47	3.60
FEX_0000596	1.00	4.00	2.00	2.00	3.00	1.00	2.00	3.00
FEX_0000597	1.00	2.00	0.00	1.00	1.00	5.00	2.00	2.00
FEX_0000598	1.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00
FEX_0000599	0.00	0.00	3.00	1.00	1.00	0.00	0.00	3.00
FEX_0000600	2.00	2.00	3.00	0.00	3.00	1.00	0.00	0.00
FEX_0000601	6.00	14.00	7.00	0.00	9.00	4.00	3.00	9.00
FEX_0000602	65.01	66.07	30.14	81.33	113.23	155.40	150.43	403.00
FEX_0000603	865.94	1163.94	547.77	536.28	1770.59	945.28	1179.08	1381.89
FEX_0000604	15.00	22.00	30.00	18.00	16.00	26.00	31.00	31.00
FEX_0000605	4.00	5.00	3.00	2.00	3.00	3.00	2.00	3.00
FEX_0000606	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
FEX_0000607	129.06	135.08	105.23	50.72	312.89	209.17	157.38	80.90
FEX_0000608	5.00	10.00	11.00	8.00	6.00	7.00	3.00	1.14
FEX_0000609	501.00	714.00	566.00	667.00	1146.00	1032.00	1086.00	1471.86
FEX_0000610	1473.89	1543.66	1487.36	818.70	2139.70	2188.55	2616.00	487.81
FEX_0000611	440.27	712.54	367.97	575.23	1333.98	729.55	578.09	602.15
FEX_0000612	903.85	1191.98	969.80	556.00	1282.83	1238.52	1253.50	325.27
FEX_0000613	1347.99	1411.82	1067.87	749.07	3906.49	2128.39	2224.41	1195.77
FEX_0000614	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000615	38.00	11.00	15.00	7.00	12.00	70.00	39.00	10.00
FEX_0000616	1.00	6.00	2.00	0.00	143.00	88.00	137.00	197.00
FEX_0000617	1795.00	2814.00	2554.00	1283.00	3589.00	2221.00	2103.00	1256.00
FEX_0000618	6.01	8.21	3.68	0.00	203.50	35.90	46.19	465.42
FEX_0000619	5.00	2.00	5.00	3.00	46.21	27.00	13.00	91.05
FEX_0000620	224.63	376.13	379.06	293.02	275.13	248.86	302.47	119.56
FEX_0000621	9.00	11.00	29.00	18.00	12.00	26.00	10.00	53.00
FEX_0000622	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00
FEX_0000623	5.00	2.00	4.00	1.00	11.00	14.00	5.00	5.00
FEX_0000624	1718.37	1396.87	1891.94	1383.98	1149.87	1588.14	1707.53	251.44
FEX_0000625	230.00	189.00	268.00	180.00	70.00	192.00	252.00	14.00
FEX_0000626	3.61	118.43	38.55	8.94	0.00	1.00	676.10	0.00
FEX_0000627	73.26	156.30	450.74	5.31	386.83	1113.93	2214.30	27.00
FEX_0000628	112.74	43.70	192.26	4.69	161.17	548.07	766.70	7.00
FEX_0000629	6.00	7.00	0.00	0.00	0.00	2.00	3.00	2.00
FEX_0000630	0.00	3.00	1.00	1.00	0.00	5.00	4.00	0.00
FEX_0000631	4.00	3.40	6.00	5.68	4.00	6.00	20.60	0.00
FEX_0000632	0.00	0.00	3.61	3.32	29.00	2.00	139.40	3.62
FEX_0000633	0.00	6.60	0.39	0.00	0.00	0.00	0.00	4.38
FEX_0000634	2.66	1.28	2.00	3.00	80.00	39.00	15.00	81.65
FEX_0000635	1.34	1.72	0.00	0.00	0.00	0.00	0.00	3.35
FEX_0000636	328.86	269.06	329.61	288.00	1046.49	760.54	379.27	561.30
FEX_0000637	5.00	4.00	10.00	2.00	25.00	21.00	4.00	48.00
FEX_0000638	103.47	301.09	26.65	8.00	118.51	152.99	131.20	141.59
FEX_0000639	0.00	94.47	13.07	19.35	0.00	0.00	0.00	0.00
FEX_0000640	453.67	939.39	611.67	393.65	1480.00	940.47	817.54	659.11
FEX_0000641	1371.95	1316.16	980.47	881.36	1495.44	1466.33	1309.41	1183.76
FEX_0000642	20.97	14.20	8.19	3.09	23.11	27.84	22.31	21.20
FEX_0000643	11.65	12.64	12.34	34.54	121.44	104.83	70.28	152.04
FEX_0000644	27.00	49.00	18.23	24.24	31.53	21.00	16.00	93.75
FEX_0000645	5.00	18.00	25.00	19.00	36.00	42.00	12.00	16.00
FEX_0000646	4.00	9.00	9.77	1.76	3.47	0.00	16.00	12.25
FEX_0000647	585.00	434.00	516.00	504.00	239.44	365.00	559.00	57.56
FEX_0000648	361.00	208.00	114.00	236.00	244.56	310.00	195.00	127.44
FEX_0000649	610.66	505.44	376.85	308.37	1943.14	1262.30	995.89	2564.51
FEX_0000650	5809.34	5592.56	4131.15	4423.63	16109.86	15405.70	12952.11	10486.49
FEX_0000651	118.00	143.87	88.47	125.52	280.63	144.59	188.78	133.46
FEX_0000652	0.00	19.13	8.53	8.48	4.37	2.41	1.22	3.54
FEX_0000653	201.61	190.81	217.08	254.00	405.26	180.10	101.67	90.00
FEX_0000654	2.39	31.19	11.47	0.00	28.74	20.90	15.33	0.00
FEX_0000655	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00
FEX_0000656	165.39	327.90	168.63	238.14	506.18	251.01	264.11	344.28
FEX_0000657	145.61	182.08	284.37	83.86	77.82	287.99	290.09	76.72
FEX_0000658	1.00	1.02	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000659	5.00	1.00	8.00	1.00	21.00	9.00	6.00	11.04
FEX_0000660	4.00	27.00	18.00	14.00	34.00	45.00	27.00	20.00
FEX_0000661	0.00	11.00	0.00	2.00	0.00	3.00	0.00	3.00
FEX_0000663	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000664	2.25	6.71	8.56	3.53	0.00	1.77	2.39	3.46
FEX_0000666	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
FEX_0000667	10.00	9.00	4.00	0.00	2.34	0.00	6.00	0.00
FEX_0000668	4.00	19.60	8.67	3.70	1.00	9.16	4.32	6.13
FEX_0000669	46.65	28.68	46.03	39.93	23.00	4.62	44.95	0.00
FEX_0000670	4.00	3.00	9.27	4.00	1.04	12.26	7.00	9.00
FEX_0000672	4.00	4.13	1.05	4.00	4.98	4.22	3.00	4.99
FEX_0000674	0.00	1.20	2.00	2.01	0.00	1.00	2.16	3.00
FEX_0000675	515.93	601.99	349.48	277.01	895.04	632.00	533.74	177.05
FEX_0000676	5.00	6.51	1.00	0.00	1.10	4.00	3.34	10.34
FEX_0000677	50.00	13.00	12.00	3.00	15.00	16.39	14.11	2.83
FEX_0000678	1.00	2.00	0.00	1.00	0.00	0.00	0.99	1.00
FEX_0000679	53.02	104.00	142.00	50.00	43.05	336.72	113.00	98.00
FEX_0000680	2.69	4.14	5.06	7.99	2.00	8.98	2.75	6.11
FEX_0000681	3.00	1.00	2.00	0.00	0.00	1.00	0.00	2.00
FEX_0000682	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000683	288.71	259.88	250.19	157.35	917.29	392.49	385.33	656.41
FEX_0000684	450.29	452.28	448.81	285.86	1441.43	1279.89	1061.84	364.59
FEX_0000685	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000686	1.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
FEX_0000688	8.97	18.95	21.61	18.89	5.98	1.02	5.16	1.04
FEX_0000689	79.00	113.00	99.00	53.00	73.00	50.00	43.00	36.00
FEX_0000690	4.03	6.00	7.09	8.17	2.00	4.77	7.01	4.20
FEX_0000691	10.03	2.00	5.02	11.03	5.00	16.00	4.01	6.00
FEX_0000692	6.00	10.00	38.06	6.00	0.00	0.00	12.04	2.00
FEX_0000693	15.15	13.19	11.87	12.73	10.87	9.47	2.49	29.81
FEX_0000695	492.27	411.86	354.19	428.20	431.82	546.71	483.70	310.80
FEX_0000696	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000697	25.37	40.23	49.24	30.62	2.28	25.97	18.30	2.00
FEX_0000698	2.00	5.00	2.10	3.04	0.00	3.00	2.00	0.00
FEX_0000699	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
FEX_0000700	9.00	25.00	18.00	5.00	35.00	52.00	16.00	26.00
FEX_0000701	0.00	1.00	0.00	0.00	4.00	0.00	1.00	0.00
FEX_0000702	114.00	118.00	60.09	122.00	228.00	218.00	193.00	478.00
FEX_0000704	41.59	76.61	89.29	55.89	49.61	84.88	93.06	31.07
FEX_0000705	825.33	816.21	716.16	367.34	309.28	1633.55	732.54	47.31
FEX_0000706	12.86	34.84	23.98	32.81	668.98	122.40	240.63	625.01
FEX_0000707	263.00	146.00	641.00	71.00	17.00	28.00	66.00	0.00
FEX_0000708	0.00	426.00	0.00	0.00	1903.00	495.00	1411.00	2472.00
FEX_0000709	1.00	1.00	0.00	1.33	24.28	1.00	19.83	75.00
FEX_0000710	0.00	175.31	0.00	0.00	828.01	967.14	7805.20	3386.63
FEX_0000711	1.00	687.69	0.00	0.00	121.99	935.86	5888.80	793.37
FEX_0000712	9.00	6.00	10.00	1.00	41.00	11.00	9.00	47.00
FEX_0000713	1793.00	2089.00	1258.00	760.00	3222.00	1730.00	1789.00	1016.00
FEX_0000714	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000715	18.00	124.00	30.00	29.00	191.00	56.00	75.00	218.00
FEX_0000716	1.00	4.00	2.00	3.00	4.00	8.00	10.00	2.00
FEX_0000717	95.57	38.87	80.74	30.13	22.22	31.33	40.81	13.16
FEX_0000718	367.43	123.13	84.03	167.87	367.78	327.67	73.19	59.84
FEX_0000719	2.00	1.00	0.00	2.00	0.00	3.00	1.00	0.00
FEX_0000720	78.00	75.00	157.00	62.00	32.00	213.00	333.00	28.00
FEX_0000721	172.08	149.04	272.00	142.06	228.32	402.28	437.00	120.00
FEX_0000722	0.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00
FEX_0000723	289.30	231.66	139.09	58.66	59.34	948.79	31.61	4.81
FEX_0000724	1.55	0.00	0.00	0.00	0.00	0.00	0.00	1.51
FEX_0000725	849.68	791.34	1568.09	671.47	1037.30	2146.49	1794.01	896.34
FEX_0000726	1.00	5.00	0.00	8.83	0.00	1.10	2.00	0.00
