Gene	OQ1	OQ2	OQ3	OQ4	YQ1	YQ2	YQ3	YQ4
FEX_0000364	393.09	348.57	279.36	331.45	438.15	540.01	348.78	389.18
FEX_0000365	803.75	824.97	1130.79	866.94	728.74	1323.77	764.89	1179.75
FEX_0000366	1.00	0.00	3.00	1.00	1.00	2.00	0.00	2.00
FEX_0000368	26.00	14.00	32.00	17.00	7.00	6.00	11.00	30.00
FEX_0000369	14.00	3.00	0.00	2.00	5.00	2.00	3.00	5.00
FEX_0000370	6.00	0.00	4.38	0.00	0.00	0.00	4.00	0.00
FEX_0000371	86.00	64.00	163.00	175.00	64.00	130.00	110.00	106.06
FEX_0000372	5.00	8.00	18.00	14.00	1.00	3.00	7.00	8.00
FEX_0000373	78.00	46.00	81.00	79.79	30.00	31.00	20.00	42.00
FEX_0000374	7.00	9.00	18.00	12.21	0.00	4.00	0.00	9.00
FEX_0000375	166.91	277.63	102.64	26.55	86.85	239.01	190.22	35.82
FEX_0000376	7.00	9.00	18.00	12.00	4.00	0.00	10.00	3.00
FEX_0000377	879.29	725.85	398.33	606.36	610.92	617.35	565.47	564.88
FEX_0000378	1.00	3.00	6.00	8.00	99.00	111.00	948.00	75.00
FEX_0000379	7497.91	2947.20	1433.65	1472.92	4012.96	3609.25	1943.49	3941.45
FEX_0000380	715.90	762.66	674.50	732.54	922.84	1113.86	849.94	1180.84
FEX_0000381	48.10	32.34	60.50	53.46	15.16	22.14	7.06	24.16
FEX_0000382	193.83	73.06	0.00	36.91	90.01	158.54	47.88	86.95
FEX_0000383	534.17	444.94	1097.00	537.09	164.99	581.46	234.12	273.05
FEX_0000384	36.00	6.00	36.00	43.00	2.00	6.00	15.00	28.00
FEX_0000386	94.00	32.00	38.00	33.00	36.00	76.00	50.00	50.00
FEX_0000387	0.00	0.00	2.00	2.00	0.00	0.00	0.00	0.00
FEX_0000388	5646.00	2978.00	1874.00	2795.00	5132.00	4761.00	5885.00	4876.00
FEX_0000389	3.00	6.00	3.00	6.00	0.00	1.00	2.00	1.00
FEX_0000390	260.00	204.28	777.00	325.88	405.00	735.00	329.00	446.00
FEX_0000391	5.00	0.00	7.00	3.00	23.00	2.00	1.00	5.00
FEX_0000392	29.00	16.00	18.00	23.00	23.00	30.00	4.00	28.00
FEX_0000393	0.00	10.00	63.00	2.00	8.00	46.00	10.00	18.00
FEX_0000394	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
FEX_0000395	49.47	9.44	25.87	29.37	8.25	8.64	13.47	19.31
FEX_0000396	10.61	11.58	20.13	24.95	3.76	3.73	5.05	30.23
FEX_0000397	10.00	8.00	2.08	22.00	9.01	0.00	6.00	6.00
FEX_0000398	12.97	13.05	26.72	15.38	20.42	18.12	5.43	27.24
FEX_0000400	5.70	12.03	13.18	16.00	6.60	14.18	18.51	9.86
FEX_0000401	82.00	15.00	58.00	62.18	65.00	90.00	38.00	87.00
FEX_0000402	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0000403	11.30	0.00	3.50	0.00	3.66	1.82	3.49	9.15
FEX_0000404	2.00	4.00	0.00	14.00	0.00	0.00	4.00	0.00
FEX_0000405	6.91	0.00	0.00	2.29	5.00	1.00	0.00	0.00
FEX_0000406	5.09	10.00	15.00	7.71	0.00	3.00	5.00	1.00
FEX_0000407	81329.00	74474.00	91914.00	106517.00	16377.00	42368.00	9052.00	21441.00
FEX_0000408	239.00	105.00	46.00	244.00	104.00	199.00	71.00	84.00
FEX_0000409	686.28	749.01	779.31	802.56	790.35	1239.15	563.92	1030.50
FEX_0000410	346.98	337.45	235.33	334.68	237.16	229.33	209.71	180.61
FEX_0000411	792.74	576.55	645.36	418.76	599.49	985.52	392.37	856.89
FEX_0000412	7.40	5.29	18.68	35.97	22.88	32.95	12.68	29.61
FEX_0000413	6.31	21.25	32.59	26.20	4.89	22.83	11.39	13.75
FEX_0000414	13.71	18.64	4.86	6.78	5.08	21.24	1.48	10.49
FEX_0000415	4.00	21.00	7.00	6.00	50.00	18.00	17.00	36.00
FEX_0000416	24.00	18.00	44.79	29.00	16.00	10.16	16.49	28.55
FEX_0000417	9.64	2.00	5.21	15.00	3.00	5.30	2.00	6.45
FEX_0000418	61.36	47.00	100.00	116.00	25.00	26.54	18.51	67.00
FEX_0000419	12.00	0.44	4.00	1.33	0.67	5.93	0.00	0.00
FEX_0000420	4.00	0.00	2.00	8.00	3.00	0.00	1.00	1.00
FEX_0000421	0.00	1.00	0.00	1.00	0.00	0.00	1.00	0.00
FEX_0000422	57.60	96.27	64.32	126.71	22.45	124.12	74.32	63.39
FEX_0000423	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0000424	86.00	59.00	49.00	90.54	0.00	10.00	1.00	0.00
FEX_0000425	42.00	50.89	21.17	34.75	15.43	24.52	9.00	22.53
FEX_0000426	2.03	2.45	0.00	1.08	0.13	0.00	4.00	5.55
FEX_0000427	5.00	5.31	0.00	0.00	1.01	3.00	1.00	2.02
FEX_0000428	49.00	29.00	70.19	41.00	33.00	61.00	39.00	45.03
FEX_0000429	35.08	26.18	21.31	26.70	15.02	9.14	10.04	32.95
FEX_0000431	13.00	26.47	51.90	36.00	23.67	80.35	42.55	93.12
FEX_0000432	4190.84	5143.11	1348.35	491.30	13226.50	13401.46	4217.04	9620.63
FEX_0000433	1331.00	932.00	533.00	509.00	997.00	1720.00	573.00	1274.00
FEX_0000434	51.00	19.11	11.06	40.00	41.00	56.13	31.07	38.06
FEX_0000435	983.53	581.28	428.63	547.00	992.72	1159.36	1904.82	1315.50
FEX_0000436	538.47	215.61	571.31	443.00	735.28	1711.52	2878.11	1946.45
FEX_0000437	29.72	15.30	91.81	57.46	39.87	78.80	79.08	67.56
FEX_0000439	24.00	7.00	24.00	16.00	4.00	14.00	6.00	24.00
FEX_0000440	2.00	0.00	7.00	1.00	2.00	3.00	0.00	1.00
FEX_0000441	2.00	6.00	22.00	15.00	15.00	4.00	4.00	8.00
FEX_0000442	0.00	0.00	13.00	0.00	2.00	1.00	5.00	7.00
FEX_0000443	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0000444	12.00	7.00	6.00	13.00	11.00	0.00	2.00	12.00
FEX_0000445	4.00	0.00	5.00	2.00	1.00	2.00	1.00	1.00
FEX_0000446	234.49	154.88	82.45	182.81	253.99	158.31	281.78	146.08
FEX_0000447	11.59	19.26	70.59	34.19	19.12	75.69	39.22	45.92
FEX_0000448	2.00	2.00	2.00	3.00	1.00	0.00	1.00	3.00
FEX_0000449	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00
FEX_0000450	0.00	16.78	8.96	10.00	1.00	1.00	0.00	2.00
FEX_0000451	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000453	8.00	16.19	81.64	20.70	6.70	96.60	16.44	17.11
FEX_0000454	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000455	1.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000456	1.13	0.00	0.00	0.00	0.00	1.00	0.00	0.00
FEX_0000457	0.00	0.00	0.00	1.66	0.00	0.00	1.00	0.00
FEX_0000458	1.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
FEX_0000459	188.17	210.93	205.41	165.20	158.41	226.81	146.15	174.09
FEX_0000460	14.86	43.00	111.00	43.87	43.00	76.00	39.00	75.92
FEX_0000461	3.00	0.00	39.93	4.07	1.68	1.26	3.33	7.95
FEX_0000462	5.00	13.00	63.00	19.00	11.00	51.00	37.00	66.00
FEX_0000463	0.00	1.00	1.00	0.00	0.00	0.00	1.00	0.00
FEX_0000465	2.00	2.00	0.00	7.00	1.00	1.00	0.00	0.00
FEX_0000466	26.70	14.03	7.10	34.00	7.09	2.10	2.00	10.37
FEX_0000467	4.99	2.00	0.96	8.00	2.03	1.99	1.00	2.00
FEX_0000468	1291.37	852.30	543.85	1080.29	657.45	1019.89	1122.87	851.76
FEX_0000469	573.00	340.00	615.00	416.00	351.00	366.00	239.00	322.00
FEX_0000470	13.00	0.00	6.00	5.00	0.00	1.00	4.00	2.00
FEX_0000472	5.00	9.00	7.00	0.00	1.00	2.00	3.00	5.00
FEX_0000474	1.00	4.00	5.00	2.02	1.00	2.00	5.00	5.00
FEX_0000475	433.13	385.61	330.16	307.23	432.53	457.15	330.23	464.46
FEX_0000476	811.87	341.39	222.84	433.77	713.47	558.85	635.77	430.54
FEX_0000477	503.00	551.00	726.00	617.00	553.00	824.00	468.00	787.00
FEX_0000478	2287.00	1239.00	972.00	1505.01	1463.00	1185.00	1265.00	886.00
FEX_0000479	1568.96	700.67	231.27	332.07	587.64	460.72	285.00	520.90
FEX_0000480	1408.04	635.33	498.73	489.93	934.36	669.28	649.00	478.10
FEX_0000481	1328.41	1129.58	745.18	891.37	1012.62	1299.82	854.24	1275.25
FEX_0000482	276.59	214.42	106.82	202.63	239.38	243.18	206.76	175.75
FEX_0000483	1146.00	1101.35	688.51	686.23	1244.00	745.34	1020.05	855.37
FEX_0000484	38.21	75.65	191.49	102.83	46.82	150.12	149.35	163.13
FEX_0000485	41.79	0.00	0.00	23.94	14.18	23.53	21.60	16.50
FEX_0000486	75.67	195.29	237.50	182.57	102.04	255.10	296.07	278.49
FEX_0000487	258.33	223.71	208.50	349.43	101.96	217.90	229.93	306.51
FEX_0000488	18.00	7.00	13.75	9.00	1.33	6.00	4.81	9.00
FEX_0000489	1.38	1.00	4.00	1.48	2.00	2.00	1.00	0.00
FEX_0000490	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000491	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000492	7.00	4.00	11.00	9.00	0.00	1.00	2.00	1.00
FEX_0000493	16.73	148.95	532.23	118.90	223.33	400.00	87.48	245.48
FEX_0000494	557.27	916.92	367.23	852.49	539.92	922.89	451.01	477.97
FEX_0000495	0.00	3.00	0.00	0.00	4.00	3.00	0.00	1.00
FEX_0000496	81.00	80.02	0.00	62.67	16.56	0.00	33.20	16.84
FEX_0000497	1.00	1.11	16.75	3.93	2.20	9.45	3.81	6.72
FEX_0000498	0.00	0.00	8.79	0.00	0.00	10.67	13.49	0.00
FEX_0000499	19.00	13.00	28.00	21.00	18.00	12.00	4.00	7.00
FEX_0000500	0.00	28.00	3.74	73.39	0.00	0.00	42.45	64.11
FEX_0000501	1878.07	1570.19	482.73	1220.94	851.51	855.08	1071.14	1080.92
FEX_0000502	1818.69	1412.29	1332.35	925.18	2821.67	3126.38	1863.26	2954.06
FEX_0000503	5.62	1.00	1.00	0.00	0.00	0.00	1.00	0.00
FEX_0000504	142.24	103.51	84.19	120.49	137.82	333.54	173.15	389.90
FEX_0000505	179.48	112.59	250.77	199.32	170.72	205.96	146.64	240.03
FEX_0000506	692.52	430.41	273.23	527.68	486.28	542.04	960.37	508.97
FEX_0000507	62.00	60.00	149.00	47.00	36.00	114.00	49.00	90.00
FEX_0000508	4.00	4.00	2.00	7.00	3.00	0.00	7.00	5.00
FEX_0000509	0.00	0.00	4.00	0.00	11.00	4.00	8.00	10.00
FEX_0000510	0.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0000511	77.00	91.00	223.00	54.00	121.00	158.00	61.00	183.00
FEX_0000512	160.00	164.00	88.00	208.10	103.00	200.00	74.00	125.00
FEX_0000513	13.00	5.00	23.00	6.00	14.00	2.00	13.35	4.41
FEX_0000514	0.00	0.00	0.00	0.00	0.00	0.00	0.65	1.59
FEX_0000515	1.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00
FEX_0000516	21.19	17.00	28.00	34.00	30.00	15.00	6.00	27.21
FEX_0000517	217.27	345.99	78.09	291.33	214.39	134.50	126.43	223.24
FEX_0000518	356.73	397.01	875.91	467.67	355.61	611.50	403.57	464.76
FEX_0000519	2801.00	2822.00	26714.00	10732.00	1501.00	2937.00	2190.19	2070.00
FEX_0000520	3254.12	626.47	851.32	906.44	4662.45	1867.04	2702.52	4005.60
FEX_0000521	549.88	447.53	804.68	864.56	2107.55	3064.96	1468.29	3857.40
FEX_0000522	208.00	5.00	33.66	256.90	291.94	433.84	294.84	380.74
FEX_0000523	71.17	30.85	78.51	144.28	223.80	308.84	112.91	221.67
FEX_0000524	1760.48	1204.47	850.89	955.16	1559.50	1496.53	1663.40	1536.06
FEX_0000525	390.00	399.00	541.00	459.00	687.00	798.00	627.00	712.00
FEX_0000526	614.63	406.70	984.15	609.71	735.55	1301.11	689.13	588.57
FEX_0000527	13.00	1.00	10.00	27.00	4.00	4.00	0.00	2.00
FEX_0000528	1.00	2.00	0.00	0.00	2.00	3.00	1.00	2.00
FEX_0000529	3.00	0.00	5.34	1.88	2.00	0.00	0.00	3.00
FEX_0000530	1.41	2.70	0.89	0.00	0.00	0.00	0.00	2.00
FEX_0000531	0.00	0.00	1.00	0.00	0.00	5.00	0.00	0.00
FEX_0000532	50.00	55.00	106.00	136.00	78.00	90.00	87.00	83.00
FEX_0000533	1.00	0.00	1.00	3.00	1.00	1.00	3.00	1.00
FEX_0000534	130.17	220.66	401.81	373.62	144.97	260.24	113.10	298.03
FEX_0000535	63.00	18.00	47.00	57.00	22.00	35.00	35.00	37.00
FEX_0000536	9.00	2.00	24.00	18.00	6.00	9.00	3.00	12.00
FEX_0000537	59.83	25.34	99.96	94.38	9.03	41.76	10.90	39.97
FEX_0000538	401.00	484.00	557.00	683.00	303.00	510.00	259.00	532.00
FEX_0000539	130.00	54.00	24.00	54.00	79.00	137.00	48.00	84.00
FEX_0000540	289.00	282.00	484.00	272.00	251.00	476.00	194.00	306.00
FEX_0000541	1.00	0.00	7.00	4.00	1.00	4.00	1.00	2.00
FEX_0000542	0.00	1.00	0.00	1.00	0.00	0.00	1.00	0.00
FEX_0000543	2166.57	1796.39	1190.82	1617.88	2372.04	2307.38	3354.13	2452.26
FEX_0000544	218.43	188.61	658.18	307.12	339.96	478.62	245.87	407.74
FEX_0000545	424.13	586.12	651.88	443.12	402.27	629.99	332.19	420.54
FEX_0000546	1026.87	579.88	385.12	543.88	1148.73	807.01	912.81	729.46
FEX_0000547	326.05	384.52	403.55	420.00	278.00	487.73	248.00	405.01
FEX_0000548	22.00	13.00	17.00	21.00	8.00	4.00	4.00	15.00
FEX_0000549	5.00	5.00	2.00	2.00	1.00	2.00	0.00	4.00
FEX_0000550	0.00	1.00	3.00	5.00	0.00	0.00	0.00	1.00
FEX_0000551	2722.94	544.47	227.57	213.09	1252.94	668.97	781.13	701.95
FEX_0000552	4207.89	1263.53	528.43	735.91	2105.06	1246.03	1307.87	1442.71
FEX_0000553	1987.00	1145.35	481.00	934.03	1011.97	1135.26	818.00	931.69
FEX_0000554	14.14	6.16	10.65	26.06	7.58	5.46	1.00	11.82
FEX_0000555	0.00	0.00	12.00	1.00	1.00	0.00	0.00	5.00
FEX_0000556	3.07	3.78	3.00	3.51	1.00	0.00	1.89	4.38
FEX_0000557	2.38	3.57	0.00	2.00	1.00	4.02	2.00	1.01
FEX_0000558	408.33	229.18	56.29	65.30	265.88	352.91	47.89	323.31
FEX_0000559	2.00	6.00	2.00	4.00	4.00	2.00	4.00	2.00
FEX_0000560	9.00	1.00	28.00	7.00	5.00	2.00	0.00	5.00
FEX_0000561	52.63	68.28	57.52	81.12	22.98	7.14	22.22	23.69
FEX_0000562	2.15	2.48	1.18	6.24	4.01	2.00	1.00	2.32
FEX_0000563	5.10	0.00	2.08	2.00	0.00	0.00	0.00	2.27
FEX_0000564	113.64	86.72	251.48	164.88	208.40	228.86	157.78	153.31
FEX_0000565	2.00	6.00	11.00	13.00	2.00	11.00	0.00	2.00
FEX_0000566	0.00	0.00	2.00	0.00	0.00	1.00	0.00	0.00
FEX_0000567	98.88	104.45	100.16	117.13	52.42	69.54	39.62	86.04
FEX_0000568	2.54	6.23	5.00	7.28	0.00	1.00	15.98	0.00
FEX_0000569	8.00	0.00	4.00	3.00	0.00	0.00	1.00	6.77
FEX_0000570	1.00	2.31	0.00	1.00	3.00	2.00	2.00	0.98
FEX_0000571	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000572	7.07	2.01	11.30	13.15	2.74	5.01	7.02	7.29
FEX_0000574	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0000575	26.70	32.06	24.37	43.10	4.00	10.02	26.02	9.02
FEX_0000576	20.96	21.86	41.82	19.15	11.11	6.37	5.36	16.58
FEX_0000577	5.11	7.85	9.07	13.50	3.00	5.05	8.01	7.53
FEX_0000578	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000579	8.09	72.52	29.44	21.95	1.00	13.26	25.91	92.99
FEX_0000580	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000581	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
FEX_0000582	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
FEX_0000583	21.00	16.00	55.00	23.00	18.00	7.00	6.00	37.00
FEX_0000584	15.02	20.34	27.69	18.13	1.00	2.00	0.00	3.00
FEX_0000586	7.00	1.00	8.00	2.00	0.00	0.00	2.00	5.00
FEX_0000587	3.00	0.00	7.00	6.00	15.00	2.00	2.00	1.00
FEX_0000589	13.11	11.31	9.00	8.41	4.23	5.25	11.00	8.00
FEX_0000590	0.00	0.00	0.00	4.40	0.00	0.00	0.00	0.00
FEX_0000591	21.06	19.24	79.26	56.69	95.50	21.21	42.04	44.29
FEX_0000593	16.00	0.00	0.00	0.00	5.00	0.00	11.00	0.00
FEX_0000594	14.00	28.44	215.45	124.79	39.00	50.84	149.03	76.00
FEX_0000595	0.00	1.56	17.55	3.21	0.00	4.16	1.97	0.00
FEX_0000596	5.00	1.00	3.00	4.00	1.00	3.00	1.00	1.00
FEX_0000597	1.00	2.00	4.00	2.00	1.00	0.00	0.00	2.00
FEX_0000598	2.00	0.00	1.00	0.00	2.00	0.00	0.00	1.00
FEX_0000599	0.00	0.00	3.00	1.00	0.00	0.00	0.00	0.00
FEX_0000600	0.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00
FEX_0000601	4.00	1.00	26.00	14.00	3.00	2.00	6.00	13.00
FEX_0000602	42.87	27.77	87.77	40.84	45.49	94.00	26.20	71.45
FEX_0000603	848.72	751.14	890.74	937.37	623.59	1039.43	707.55	794.63
FEX_0000604	32.00	8.00	42.00	38.00	22.00	14.00	7.00	31.00
FEX_0000605	0.00	0.00	1.00	6.00	5.00	3.00	0.00	6.00
FEX_0000606	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00
FEX_0000607	297.80	262.86	130.77	284.93	226.87	256.99	157.45	242.14
FEX_0000608	5.00	3.79	2.00	5.00	1.00	2.00	0.00	3.00
FEX_0000609	1594.00	785.21	1088.00	644.00	1182.00	1384.00	767.00	1463.00
FEX_0000610	1933.26	1650.58	541.38	1367.81	2354.32	1928.54	1835.33	3401.66
FEX_0000611	629.96	652.62	703.09	724.16	625.33	941.50	525.16	764.02
FEX_0000612	1775.33	1372.76	614.32	1237.07	1095.95	967.19	733.28	1386.00
FEX_0000613	1298.45	1711.03	1596.21	1055.97	2278.41	2693.77	2373.23	2843.31
FEX_0000614	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000615	36.00	48.00	11.00	11.00	46.00	57.00	17.00	73.00
FEX_0000616	53.00	13.00	41.00	8.00	147.00	177.00	139.00	185.00
FEX_0000617	2873.00	2085.00	1658.00	2200.00	2838.00	3618.00	1739.00	2846.00
FEX_0000618	3.00	9.50	138.58	7.27	33.35	83.49	22.65	65.86
FEX_0000619	4.00	5.00	41.00	16.00	11.00	17.00	12.00	17.00
FEX_0000620	186.38	160.53	97.70	175.65	142.04	213.00	135.88	250.23
FEX_0000621	19.00	7.00	48.00	15.00	18.00	37.00	4.00	16.00
FEX_0000622	0.00	0.00	3.00	4.00	1.00	0.00	0.00	0.00
FEX_0000623	12.00	3.00	14.00	1.00	9.00	4.00	2.00	1.00
FEX_0000624	2190.62	1525.47	989.30	1333.35	2255.96	1876.00	1249.12	1815.77
FEX_0000625	262.00	168.00	72.00	82.00	206.00	132.00	171.00	167.00
FEX_0000626	26.90	24.15	7.00	6.00	1.00	1.00	384.74	2.00
FEX_0000627	68.59	10.44	12.21	0.00	763.43	2934.01	751.36	1108.64
FEX_0000628	91.41	14.56	2.79	9.00	313.57	1487.99	301.64	558.36
FEX_0000629	1.00	0.00	11.00	13.00	1.00	3.00	0.00	1.00
FEX_0000630	3.00	2.00	4.00	1.00	1.00	0.00	0.00	1.00
FEX_0000631	3.00	0.00	0.00	7.59	13.00	17.00	30.94	28.00
FEX_0000632	2.00	8.00	3.38	5.03	1.00	3.00	20.06	0.00
FEX_0000633	0.00	0.00	2.62	2.38	0.00	0.00	0.00	0.00
FEX_0000634	0.76	6.00	146.56	12.00	17.00	72.68	23.00	41.64
FEX_0000635	5.24	0.00	18.44	0.00	0.00	3.32	0.00	5.36
FEX_0000636	376.61	133.64	763.61	228.55	122.13	568.68	250.53	470.60
FEX_0000637	2.00	7.00	19.00	9.00	4.00	22.00	2.00	6.00
FEX_0000638	93.88	153.35	432.66	144.23	455.41	499.74	236.23	360.52
FEX_0000639	0.67	2.27	0.00	0.00	49.58	0.00	0.00	0.00
FEX_0000640	635.83	604.74	476.73	708.21	779.88	920.59	1494.24	825.88
FEX_0000641	1434.59	1052.53	896.75	974.36	1247.44	1225.83	734.68	1124.99
FEX_0000642	24.63	27.89	26.10	20.23	64.97	56.39	12.32	40.17
FEX_0000643	143.79	84.50	192.15	66.33	132.59	174.78	68.00	79.84
FEX_0000644	39.28	44.00	80.48	36.80	23.00	35.00	21.37	9.11
FEX_0000645	25.00	9.00	14.00	13.00	10.00	20.00	1.00	4.00
FEX_0000646	5.72	6.00	17.52	6.20	8.00	9.00	5.63	3.89
FEX_0000647	434.64	327.00	184.00	301.00	477.81	387.64	471.74	265.00
FEX_0000648	198.36	90.00	163.00	155.00	77.19	134.36	135.26	85.00
FEX_0000649	763.49	508.01	1389.34	478.30	1608.02	1930.08	1219.42	1479.32
FEX_0000650	9975.51	6400.99	9112.66	7447.70	9455.98	14409.92	10336.58	14870.68
FEX_0000651	187.91	200.28	229.90	250.20	216.89	223.85	268.86	226.17
FEX_0000652	1.09	5.72	1.10	7.80	1.11	7.15	1.14	8.83
FEX_0000653	132.04	279.43	451.49	777.72	85.26	290.95	188.69	490.51
FEX_0000654	30.96	13.55	34.51	69.28	1.74	3.05	9.30	31.49
FEX_0000655	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00
FEX_0000656	258.56	159.72	300.69	238.80	237.79	454.32	174.81	305.45
FEX_0000657	62.44	42.28	467.31	276.20	78.21	100.68	212.19	117.55
FEX_0000658	2.00	0.00	3.00	0.37	0.00	0.00	0.00	1.00
FEX_0000659	4.00	4.00	25.00	10.00	2.02	7.00	2.00	3.00
FEX_0000660	15.00	5.00	4.00	1.63	20.00	11.00	218.00	14.00
FEX_0000661	1.00	1.00	0.00	1.00	0.00	7.00	0.00	1.00
FEX_0000663	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0000664	9.51	5.61	12.36	2.42	1.32	2.82	1.30	13.42
FEX_0000666	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000667	13.00	5.00	3.26	13.72	2.00	1.00	0.00	5.04
FEX_0000668	10.98	10.79	7.02	6.66	4.44	1.06	1.09	8.62
FEX_0000669	238.58	38.81	65.08	185.81	27.02	40.00	2.00	24.01
FEX_0000670	18.00	4.14	21.50	15.00	6.00	7.09	3.00	11.98
FEX_0000672	3.96	0.00	10.88	6.00	0.87	0.00	1.02	2.41
FEX_0000674	3.00	3.00	2.00	1.00	1.00	1.00	0.00	2.22
FEX_0000675	595.27	689.16	463.99	599.47	465.54	885.12	529.96	608.98
FEX_0000676	2.49	5.00	9.05	2.81	1.99	9.00	2.00	3.00
FEX_0000677	43.00	106.00	50.00	34.00	51.00	59.00	4.00	22.00
FEX_0000678	0.00	0.00	1.08	0.00	0.00	0.00	0.00	3.00
FEX_0000679	156.03	95.00	312.00	111.00	101.00	207.00	200.00	129.00
FEX_0000680	2.92	4.70	6.91	5.89	8.00	5.32	6.43	88.08
FEX_0000681	3.00	3.00	4.00	9.00	2.00	0.00	1.00	3.00
FEX_0000682	0.00	2.00	0.00	1.00	0.00	0.00	0.00	0.00
FEX_0000683	268.11	279.71	650.73	308.05	269.42	595.11	368.45	353.53
FEX_0000684	1264.26	742.76	736.27	703.95	2689.88	1249.89	1178.55	1601.50
FEX_0000685	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
FEX_0000686	2.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0000688	12.91	9.99	5.94	13.94	3.01	2.01	0.00	11.33
FEX_0000689	48.00	42.00	35.00	84.00	37.00	26.00	27.00	40.00
FEX_0000690	26.10	1.00	8.00	17.18	1.07	0.00	0.00	1.88
FEX_0000691	10.00	4.00	11.11	14.00	4.00	7.07	7.00	11.22
FEX_0000692	73.00	13.02	20.05	13.08	4.02	0.00	1.00	3.00
FEX_0000693	8.82	8.60	16.17	8.68	1.28	5.58	10.74	5.43
FEX_0000695	374.36	425.85	527.27	486.74	262.20	398.46	113.97	314.87
FEX_0000696	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000697	53.32	14.63	23.72	60.34	8.00	17.61	11.76	16.55
FEX_0000698	1.01	0.00	0.00	0.00	0.00	0.00	1.00	0.00
FEX_0000699	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.07
FEX_0000700	19.00	13.00	26.00	27.00	23.00	25.00	16.00	16.00
FEX_0000701	4.00	4.00	0.00	2.00	0.00	3.00	0.00	0.00
FEX_0000702	334.04	144.00	511.00	232.00	123.00	184.00	179.00	289.00
FEX_0000704	47.33	27.32	51.03	56.84	42.07	38.75	67.39	23.73
FEX_0000705	838.45	592.42	199.58	459.95	587.80	358.27	514.67	211.54
FEX_0000706	11.86	24.44	306.55	15.43	134.00	381.66	100.95	291.02
FEX_0000707	1.00	2.00	3.00	3.00	14.00	5.00	3.00	0.00
FEX_0000708	4.00	0.00	7.00	0.00	834.00	105.00	19758.00	44.00
FEX_0000709	0.00	1.00	6.00	2.00	2.00	2.00	149.46	0.00
FEX_0000710	11.77	0.00	0.00	0.00	624.39	43.00	3254.06	40.31
FEX_0000711	25.23	0.00	0.00	0.00	133.61	0.00	399.94	7.69
FEX_0000712	5.00	9.00	19.00	6.00	9.00	14.00	10.00	6.00
FEX_0000713	2223.00	2838.00	946.00	1743.00	2095.00	2365.00	1157.00	2888.00
FEX_0000714	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000715	23.00	15.00	68.00	43.00	78.00	65.00	69.00	58.00
FEX_0000716	1.00	0.00	2.00	1.00	1.00	1.00	4.00	4.00
FEX_0000717	47.00	41.18	16.95	27.10	63.09	41.64	35.00	35.16
FEX_0000718	646.00	86.82	58.58	398.90	208.91	265.36	110.00	877.84
FEX_0000719	2.00	1.00	2.00	0.00	0.00	0.00	0.00	0.00
FEX_0000720	69.00	58.00	84.00	119.00	281.00	69.00	508.00	110.00
FEX_0000721	102.03	190.12	141.05	172.00	208.06	270.15	189.00	222.00
FEX_0000722	8.00	0.00	0.00	0.00	2.00	0.00	0.00	3.00
FEX_0000723	13773.54	683.53	800.76	921.37	6741.69	16526.64	7066.80	13439.33
FEX_0000724	0.00	0.00	0.00	0.00	0.00	0.00	2.31	0.00
FEX_0000725	553.36	723.95	2847.91	1344.81	1041.13	1543.55	1708.70	1107.71
FEX_0000726	7.00	0.00	1.00	1.03	0.00	0.00	0.00	0.00
