Gene	YQ1	YQ2	YQ3	YQ4	YW2	YW3	YW4	YW5
FEX_0000364	438.15	540.01	348.78	389.18	519.26	473.78	399.02	225.14
FEX_0000365	728.74	1323.77	764.89	1179.75	1938.99	1408.62	2598.89	1530.91
FEX_0000366	1.00	2.00	0.00	2.00	2.00	2.00	4.00	0.00
FEX_0000368	7.00	6.00	11.00	30.00	2.00	24.00	5.00	13.00
FEX_0000369	5.00	2.00	3.00	5.00	5.00	6.00	1.00	3.00
FEX_0000370	0.00	0.00	4.00	0.00	0.00	8.85	1.00	3.39
FEX_0000371	64.00	130.00	110.00	106.06	220.00	208.00	126.00	342.00
FEX_0000372	1.00	3.00	7.00	8.00	4.00	18.00	21.00	4.00
FEX_0000373	30.00	31.00	20.00	42.00	53.00	66.00	47.77	45.00
FEX_0000374	0.00	4.00	0.00	9.00	0.00	11.00	8.23	12.00
FEX_0000375	86.85	239.01	190.22	35.82	60.78	79.23	75.05	52.86
FEX_0000376	4.00	0.00	10.00	3.00	2.00	3.00	2.00	7.00
FEX_0000377	610.92	617.35	565.47	564.88	780.05	819.09	1494.78	166.82
FEX_0000378	99.00	111.00	948.00	75.00	820.00	90.00	2248.00	41.00
FEX_0000379	4012.96	3609.25	1943.49	3941.45	1723.51	2388.55	2404.12	359.51
FEX_0000380	922.84	1113.86	849.94	1180.84	1180.99	767.65	575.25	586.82
FEX_0000381	15.16	22.14	7.06	24.16	21.01	56.35	137.75	10.18
FEX_0000382	90.01	158.54	47.88	86.95	162.92	377.69	314.06	0.00
FEX_0000383	164.99	581.46	234.12	273.05	586.08	446.31	286.96	568.00
FEX_0000384	2.00	6.00	15.00	28.00	1.00	25.00	15.00	4.00
FEX_0000386	36.00	76.00	50.00	50.00	82.00	132.00	135.00	85.00
FEX_0000387	0.00	0.00	0.00	0.00	0.00	2.00	0.00	1.00
FEX_0000388	5132.00	4761.00	5885.00	4876.00	2900.50	5525.00	5749.00	635.00
FEX_0000389	0.00	1.00	2.00	1.00	3.00	4.00	3.00	3.00
FEX_0000390	405.00	735.00	329.00	446.00	774.00	534.00	323.00	991.00
FEX_0000391	23.00	2.00	1.00	5.00	2.00	1.00	4.00	0.00
FEX_0000392	23.00	30.00	4.00	28.00	27.00	35.00	38.00	27.00
FEX_0000393	8.00	46.00	10.00	18.00	109.00	34.00	28.00	162.00
FEX_0000394	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000395	8.25	8.64	13.47	19.31	27.48	15.36	8.27	16.24
FEX_0000396	3.76	3.73	5.05	30.23	22.15	0.00	5.76	10.76
FEX_0000397	9.01	0.00	6.00	6.00	15.00	19.00	5.00	11.03
FEX_0000398	20.42	18.12	5.43	27.24	12.23	19.09	31.03	14.23
FEX_0000400	6.60	14.18	18.51	9.86	41.00	23.61	27.19	11.72
FEX_0000401	65.00	90.00	38.00	87.00	196.00	27.00	35.00	71.98
FEX_0000402	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000403	3.66	1.82	3.49	9.15	0.00	3.54	1.82	7.28
FEX_0000404	0.00	0.00	4.00	0.00	4.00	0.00	0.00	0.00
FEX_0000405	5.00	1.00	0.00	0.00	0.00	2.00	0.00	0.00
FEX_0000406	0.00	3.00	5.00	1.00	4.00	4.00	11.00	3.00
FEX_0000407	16377.00	42368.00	9052.00	21441.00	72563.00	40326.00	19931.00	35624.00
FEX_0000408	104.00	199.00	71.00	84.00	291.00	317.00	336.00	120.00
FEX_0000409	790.35	1239.15	563.92	1030.50	1306.86	867.76	753.35	994.83
FEX_0000410	237.16	229.33	209.71	180.61	263.96	266.94	276.50	75.04
FEX_0000411	599.49	985.52	392.37	856.89	978.18	793.30	568.15	1037.13
FEX_0000412	22.88	32.95	12.68	29.61	34.51	30.75	21.43	16.66
FEX_0000413	4.89	22.83	11.39	13.75	21.72	26.34	24.77	9.86
FEX_0000414	5.08	21.24	1.48	10.49	15.67	20.42	20.37	3.16
FEX_0000415	50.00	18.00	17.00	36.00	32.00	44.00	28.00	36.00
FEX_0000416	16.00	10.16	16.49	28.55	26.50	10.00	21.00	14.00
FEX_0000417	3.00	5.30	2.00	6.45	19.74	1.00	3.18	0.00
FEX_0000418	25.00	26.54	18.51	67.00	86.77	53.00	34.82	21.00
FEX_0000419	0.67	5.93	0.00	0.00	9.43	2.05	7.97	3.70
FEX_0000420	3.00	0.00	1.00	1.00	2.00	8.00	3.00	0.00
FEX_0000421	0.00	0.00	1.00	0.00	1.00	1.00	0.00	0.00
FEX_0000422	22.45	124.12	74.32	63.39	202.06	69.20	123.60	73.64
FEX_0000423	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00
FEX_0000424	0.00	10.00	1.00	0.00	2.00	8.00	2.00	3.00
FEX_0000425	15.43	24.52	9.00	22.53	19.82	20.49	45.76	10.69
FEX_0000426	0.13	0.00	4.00	5.55	0.00	2.20	0.00	3.00
FEX_0000427	1.01	3.00	1.00	2.02	2.00	8.00	4.21	4.00
FEX_0000428	33.00	61.00	39.00	45.03	119.06	156.18	119.00	159.00
FEX_0000429	15.02	9.14	10.04	32.95	15.82	21.97	22.25	42.30
FEX_0000431	23.67	80.35	42.55	93.12	180.70	48.73	22.00	114.88
FEX_0000432	13226.50	13401.46	4217.04	9620.63	1006.27	6190.74	1596.56	106.32
FEX_0000433	997.00	1720.00	573.00	1274.00	445.00	456.00	411.00	120.00
FEX_0000434	41.00	56.13	31.07	38.06	83.51	69.13	50.00	68.66
FEX_0000435	992.72	1159.36	1904.82	1315.50	1886.90	1119.14	1337.25	749.34
FEX_0000436	735.28	1711.52	2878.11	1946.45	3179.59	1899.74	1403.75	2866.00
FEX_0000437	39.87	78.80	79.08	67.56	89.38	60.12	59.00	216.02
FEX_0000439	4.00	14.00	6.00	24.00	32.00	12.00	18.00	23.00
FEX_0000440	2.00	3.00	0.00	1.00	6.00	3.00	2.00	2.00
FEX_0000441	15.00	4.00	4.00	8.00	2.00	14.00	5.00	19.00
FEX_0000442	2.00	1.00	5.00	7.00	1.00	5.00	4.00	0.00
FEX_0000443	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
FEX_0000444	11.00	0.00	2.00	12.00	3.00	14.00	15.00	9.00
FEX_0000445	1.00	2.00	1.00	1.00	0.00	5.00	0.00	1.00
FEX_0000446	253.99	158.31	281.78	146.08	171.22	265.15	423.99	57.09
FEX_0000447	19.12	75.69	39.22	45.92	186.99	64.85	34.83	177.91
FEX_0000448	1.00	0.00	1.00	3.00	0.00	1.00	3.00	2.00
FEX_0000449	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000450	1.00	1.00	0.00	2.00	2.00	2.00	4.00	0.00
FEX_0000451	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000453	6.70	96.60	16.44	17.11	14.87	43.92	36.07	25.18
FEX_0000454	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000455	0.00	0.00	0.00	0.00	0.00	2.01	0.00	0.00
FEX_0000456	0.00	1.00	0.00	0.00	1.03	0.00	0.00	0.00
FEX_0000457	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0000458	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000459	158.41	226.81	146.15	174.09	248.98	171.14	175.50	157.52
FEX_0000460	43.00	76.00	39.00	75.92	174.97	56.00	40.00	307.00
FEX_0000461	1.68	1.26	3.33	7.95	0.00	12.21	2.00	12.80
FEX_0000462	11.00	51.00	37.00	66.00	103.00	41.00	23.00	85.00
FEX_0000463	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00
FEX_0000465	1.00	1.00	0.00	0.00	0.00	1.00	1.00	0.00
FEX_0000466	7.09	2.10	2.00	10.37	4.00	13.94	18.25	5.60
FEX_0000467	2.03	1.99	1.00	2.00	0.00	1.07	1.00	1.12
FEX_0000468	657.45	1019.89	1122.87	851.76	1595.18	1520.51	1709.56	328.00
FEX_0000469	351.00	366.00	239.00	322.00	248.00	420.00	591.00	54.00
FEX_0000470	0.00	1.00	4.00	2.00	0.00	2.00	1.00	6.00
FEX_0000472	1.00	2.00	3.00	5.00	0.00	5.00	1.00	2.00
FEX_0000474	1.00	2.00	5.00	5.00	3.00	4.00	5.00	0.00
FEX_0000475	432.53	457.15	330.23	464.46	489.14	646.97	416.53	164.68
FEX_0000476	713.47	558.85	635.77	430.54	418.86	535.03	627.47	52.32
FEX_0000477	553.00	824.00	468.00	787.00	1483.00	750.00	641.00	730.00
FEX_0000478	1463.00	1185.00	1265.00	886.00	608.00	1369.00	2147.00	178.00
FEX_0000479	587.64	460.72	285.00	520.90	193.68	287.55	464.19	37.75
FEX_0000480	934.36	669.28	649.00	478.10	273.32	807.45	964.81	67.25
FEX_0000481	1012.62	1299.82	854.24	1275.25	1551.37	1127.33	846.05	239.09
FEX_0000482	239.38	243.18	206.76	175.75	230.63	281.69	407.95	49.91
FEX_0000483	1244.00	745.34	1020.05	855.37	996.19	1151.52	1119.51	320.00
FEX_0000484	46.82	150.12	149.35	163.13	347.20	68.49	52.87	206.54
FEX_0000485	14.18	23.53	21.60	16.50	49.61	9.99	14.62	26.46
FEX_0000486	102.04	255.10	296.07	278.49	714.66	124.76	155.67	551.94
FEX_0000487	101.96	217.90	229.93	306.51	465.34	280.24	373.01	178.06
FEX_0000488	1.33	6.00	4.81	9.00	15.46	8.00	13.06	6.00
FEX_0000489	2.00	2.00	1.00	0.00	1.00	0.00	0.00	0.00
FEX_0000490	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000491	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000492	0.00	1.00	2.00	1.00	0.00	6.00	3.00	4.00
FEX_0000493	223.33	400.00	87.48	245.48	423.76	176.12	233.08	970.26
FEX_0000494	539.92	922.89	451.01	477.97	1557.72	1323.67	1562.72	1242.05
FEX_0000495	4.00	3.00	0.00	1.00	6.00	2.00	1.00	13.00
FEX_0000496	16.56	0.00	33.20	16.84	81.93	63.10	93.86	0.00
FEX_0000497	2.20	9.45	3.81	6.72	3.59	3.11	5.33	22.24
FEX_0000498	0.00	10.67	13.49	0.00	0.00	0.00	0.00	47.45
FEX_0000499	18.00	12.00	4.00	7.00	44.00	18.00	6.00	26.00
FEX_0000500	0.00	0.00	42.45	64.11	100.78	27.83	40.41	0.00
FEX_0000501	851.51	855.08	1071.14	1080.92	1800.88	1048.12	1965.01	339.03
FEX_0000502	2821.67	3126.38	1863.26	2954.06	3113.31	1903.72	1686.58	1479.97
FEX_0000503	0.00	0.00	1.00	0.00	0.00	0.00	2.00	0.00
FEX_0000504	137.82	333.54	173.15	389.90	169.03	143.33	47.08	50.00
FEX_0000505	170.72	205.96	146.64	240.03	604.95	366.66	410.18	706.55
FEX_0000506	486.28	542.04	960.37	508.97	566.05	867.34	1319.82	122.45
FEX_0000507	36.00	114.00	49.00	90.00	133.00	67.00	58.00	106.00
FEX_0000508	3.00	0.00	7.00	5.00	6.00	4.00	17.00	0.00
FEX_0000509	11.00	4.00	8.00	10.00	11.00	15.00	11.00	52.00
FEX_0000510	0.00	0.00	0.00	0.00	2.21	0.00	0.00	0.00
FEX_0000511	121.00	158.00	61.00	183.00	255.00	98.00	116.00	239.00
FEX_0000512	103.00	200.00	74.00	125.00	327.79	496.00	330.00	246.00
FEX_0000513	14.00	2.00	13.35	4.41	0.00	13.00	16.00	6.00
FEX_0000514	0.00	0.00	0.65	1.59	0.00	0.00	0.00	0.00
FEX_0000515	0.00	0.00	1.00	2.00	0.00	1.00	0.00	1.00
FEX_0000516	30.00	15.00	6.00	27.21	14.00	7.00	16.00	51.00
FEX_0000517	214.39	134.50	126.43	223.24	219.14	321.17	284.65	54.61
FEX_0000518	355.61	611.50	403.57	464.76	1076.91	1065.19	1238.35	1568.39
FEX_0000519	1501.00	2937.00	2190.19	2070.00	5886.00	6304.00	3548.00	6214.00
FEX_0000520	4662.45	1867.04	2702.52	4005.60	1449.67	2398.82	2409.90	611.39
FEX_0000521	2107.55	3064.96	1468.29	3857.40	1215.33	1734.18	656.10	385.61
FEX_0000522	291.94	433.84	294.84	380.74	796.68	443.14	128.97	406.45
FEX_0000523	223.80	308.84	112.91	221.67	472.28	222.19	171.88	455.54
FEX_0000524	1559.50	1496.53	1663.40	1536.06	1432.63	1688.78	1495.30	286.25
FEX_0000525	687.00	798.00	627.00	712.00	704.00	698.00	582.00	281.00
FEX_0000526	735.55	1301.11	689.13	588.57	1754.82	659.47	577.60	670.00
FEX_0000527	4.00	4.00	0.00	2.00	0.00	9.00	14.00	5.00
FEX_0000528	2.00	3.00	1.00	2.00	0.00	2.00	2.00	2.00
FEX_0000529	2.00	0.00	0.00	3.00	0.00	1.00	0.00	2.29
FEX_0000530	0.00	0.00	0.00	2.00	1.99	2.00	5.27	1.00
FEX_0000531	0.00	5.00	0.00	0.00	2.00	4.00	3.00	0.00
FEX_0000532	78.00	90.00	87.00	83.00	128.00	289.00	134.00	43.00
FEX_0000533	1.00	1.00	3.00	1.00	0.00	3.00	4.00	0.00
FEX_0000534	144.97	260.24	113.10	298.03	753.54	247.97	195.56	995.71
FEX_0000535	22.00	35.00	35.00	37.00	38.00	56.00	62.00	33.00
FEX_0000536	6.00	9.00	3.00	12.00	7.00	18.00	10.00	7.00
FEX_0000537	9.03	41.76	10.90	39.97	34.46	69.03	25.44	36.29
FEX_0000538	303.00	510.00	259.00	532.00	982.00	762.00	476.00	713.00
FEX_0000539	79.00	137.00	48.00	84.00	71.00	64.00	141.00	98.00
FEX_0000540	251.00	476.00	194.00	306.00	561.00	339.00	196.00	328.00
FEX_0000541	1.00	4.00	1.00	2.00	6.00	3.00	3.00	4.00
FEX_0000542	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00
FEX_0000543	2372.04	2307.38	3354.13	2452.26	2129.35	2294.10	1744.90	600.09
FEX_0000544	339.96	478.62	245.87	407.74	885.65	475.90	357.10	997.91
FEX_0000545	402.27	629.99	332.19	420.54	1102.64	753.20	672.46	690.64
FEX_0000546	1148.73	807.01	912.81	729.46	634.36	790.80	1249.54	125.36
FEX_0000547	278.00	487.73	248.00	405.01	868.88	367.00	294.00	351.52
FEX_0000548	8.00	4.00	4.00	15.00	1.00	5.00	6.00	3.00
FEX_0000549	1.00	2.00	0.00	4.00	0.00	0.00	1.00	1.00
FEX_0000550	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00
FEX_0000551	1252.94	668.97	781.13	701.95	76.35	632.70	397.90	29.25
FEX_0000552	2105.06	1246.03	1307.87	1442.71	450.65	1351.30	1105.10	86.75
FEX_0000553	1011.97	1135.26	818.00	931.69	808.00	1395.00	1668.40	208.00
FEX_0000554	7.58	5.46	1.00	11.82	6.52	10.18	12.41	1.00
FEX_0000555	1.00	0.00	0.00	5.00	0.00	1.00	3.00	1.00
FEX_0000556	1.00	0.00	1.89	4.38	2.83	2.06	8.95	0.00
FEX_0000557	1.00	4.02	2.00	1.01	0.00	3.02	0.00	1.68
FEX_0000558	265.88	352.91	47.89	323.31	36.47	99.76	39.38	13.35
FEX_0000559	4.00	2.00	4.00	2.00	6.00	9.00	2.00	2.00
FEX_0000560	5.00	2.00	0.00	5.00	0.00	12.00	7.00	1.15
FEX_0000561	22.98	7.14	22.22	23.69	76.31	72.32	77.94	71.67
FEX_0000562	4.01	2.00	1.00	2.32	0.00	8.49	1.54	1.29
FEX_0000563	0.00	0.00	0.00	2.27	4.16	4.28	2.10	1.05
FEX_0000564	208.40	228.86	157.78	153.31	317.69	257.68	139.06	414.81
FEX_0000565	2.00	11.00	0.00	2.00	19.00	16.00	0.00	10.00
FEX_0000566	0.00	1.00	0.00	0.00	0.00	6.00	0.00	0.00
FEX_0000567	52.42	69.54	39.62	86.04	147.61	127.01	116.11	81.05
FEX_0000568	0.00	1.00	15.98	0.00	0.00	0.00	2.57	0.00
FEX_0000569	0.00	0.00	1.00	6.77	0.00	3.00	2.05	0.00
FEX_0000570	3.00	2.00	2.00	0.98	1.00	7.76	5.21	4.74
FEX_0000571	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000572	2.74	5.01	7.02	7.29	6.00	12.53	6.42	7.41
FEX_0000574	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000575	4.00	10.02	26.02	9.02	10.09	31.05	13.04	2.00
FEX_0000576	11.11	6.37	5.36	16.58	14.09	9.04	26.01	18.51
FEX_0000577	3.00	5.05	8.01	7.53	9.61	6.22	5.64	3.03
FEX_0000578	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000579	1.00	13.26	25.91	92.99	1.00	5.01	3.00	0.00
FEX_0000580	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000581	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
FEX_0000582	0.00	0.00	0.00	0.00	2.00	0.00	1.00	8.00
FEX_0000583	18.00	7.00	6.00	37.00	119.00	68.00	15.00	100.67
FEX_0000584	1.00	2.00	0.00	3.00	0.00	1.02	7.03	0.00
FEX_0000586	0.00	0.00	2.00	5.00	0.00	4.00	5.00	3.00
FEX_0000587	15.00	2.00	2.00	1.00	1.00	1.00	7.00	1.00
FEX_0000589	4.23	5.25	11.00	8.00	2.12	41.64	26.34	6.40
FEX_0000590	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.07
FEX_0000591	95.50	21.21	42.04	44.29	154.31	184.86	312.59	15.02
FEX_0000593	5.00	0.00	11.00	0.00	0.00	0.00	0.00	0.00
FEX_0000594	39.00	50.84	149.03	76.00	37.56	65.00	86.53	32.40
FEX_0000595	0.00	4.16	1.97	0.00	10.44	0.00	3.47	3.60
FEX_0000596	1.00	3.00	1.00	1.00	3.00	1.00	2.00	3.00
FEX_0000597	1.00	0.00	0.00	2.00	1.00	5.00	2.00	2.00
FEX_0000598	2.00	0.00	0.00	1.00	4.00	0.00	0.00	0.00
FEX_0000599	0.00	0.00	0.00	0.00	1.00	0.00	0.00	3.00
FEX_0000600	0.00	0.00	0.00	0.00	3.00	1.00	0.00	0.00
FEX_0000601	3.00	2.00	6.00	13.00	9.00	4.00	3.00	9.00
FEX_0000602	45.49	94.00	26.20	71.45	113.23	155.40	150.43	403.00
FEX_0000603	623.59	1039.43	707.55	794.63	1770.59	945.28	1179.08	1381.89
FEX_0000604	22.00	14.00	7.00	31.00	16.00	26.00	31.00	31.00
FEX_0000605	5.00	3.00	0.00	6.00	3.00	3.00	2.00	3.00
FEX_0000606	0.00	2.00	0.00	0.00	0.00	0.00	1.00	0.00
FEX_0000607	226.87	256.99	157.45	242.14	312.89	209.17	157.38	80.90
FEX_0000608	1.00	2.00	0.00	3.00	6.00	7.00	3.00	1.14
FEX_0000609	1182.00	1384.00	767.00	1463.00	1146.00	1032.00	1086.00	1471.86
FEX_0000610	2354.32	1928.54	1835.33	3401.66	2139.70	2188.55	2616.00	487.81
FEX_0000611	625.33	941.50	525.16	764.02	1333.98	729.55	578.09	602.15
FEX_0000612	1095.95	967.19	733.28	1386.00	1282.83	1238.52	1253.50	325.27
FEX_0000613	2278.41	2693.77	2373.23	2843.31	3906.49	2128.39	2224.41	1195.77
FEX_0000614	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000615	46.00	57.00	17.00	73.00	12.00	70.00	39.00	10.00
FEX_0000616	147.00	177.00	139.00	185.00	143.00	88.00	137.00	197.00
FEX_0000617	2838.00	3618.00	1739.00	2846.00	3589.00	2221.00	2103.00	1256.00
FEX_0000618	33.35	83.49	22.65	65.86	203.50	35.90	46.19	465.42
FEX_0000619	11.00	17.00	12.00	17.00	46.21	27.00	13.00	91.05
FEX_0000620	142.04	213.00	135.88	250.23	275.13	248.86	302.47	119.56
FEX_0000621	18.00	37.00	4.00	16.00	12.00	26.00	10.00	53.00
FEX_0000622	1.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00
FEX_0000623	9.00	4.00	2.00	1.00	11.00	14.00	5.00	5.00
FEX_0000624	2255.96	1876.00	1249.12	1815.77	1149.87	1588.14	1707.53	251.44
FEX_0000625	206.00	132.00	171.00	167.00	70.00	192.00	252.00	14.00
FEX_0000626	1.00	1.00	384.74	2.00	0.00	1.00	676.10	0.00
FEX_0000627	763.43	2934.01	751.36	1108.64	386.83	1113.93	2214.30	27.00
FEX_0000628	313.57	1487.99	301.64	558.36	161.17	548.07	766.70	7.00
FEX_0000629	1.00	3.00	0.00	1.00	0.00	2.00	3.00	2.00
FEX_0000630	1.00	0.00	0.00	1.00	0.00	5.00	4.00	0.00
FEX_0000631	13.00	17.00	30.94	28.00	4.00	6.00	20.60	0.00
FEX_0000632	1.00	3.00	20.06	0.00	29.00	2.00	139.40	3.62
FEX_0000633	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.38
FEX_0000634	17.00	72.68	23.00	41.64	80.00	39.00	15.00	81.65
FEX_0000635	0.00	3.32	0.00	5.36	0.00	0.00	0.00	3.35
FEX_0000636	122.13	568.68	250.53	470.60	1046.49	760.54	379.27	561.30
FEX_0000637	4.00	22.00	2.00	6.00	25.00	21.00	4.00	48.00
FEX_0000638	455.41	499.74	236.23	360.52	118.51	152.99	131.20	141.59
FEX_0000639	49.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000640	779.88	920.59	1494.24	825.88	1480.00	940.47	817.54	659.11
FEX_0000641	1247.44	1225.83	734.68	1124.99	1495.44	1466.33	1309.41	1183.76
FEX_0000642	64.97	56.39	12.32	40.17	23.11	27.84	22.31	21.20
FEX_0000643	132.59	174.78	68.00	79.84	121.44	104.83	70.28	152.04
FEX_0000644	23.00	35.00	21.37	9.11	31.53	21.00	16.00	93.75
FEX_0000645	10.00	20.00	1.00	4.00	36.00	42.00	12.00	16.00
FEX_0000646	8.00	9.00	5.63	3.89	3.47	0.00	16.00	12.25
FEX_0000647	477.81	387.64	471.74	265.00	239.44	365.00	559.00	57.56
FEX_0000648	77.19	134.36	135.26	85.00	244.56	310.00	195.00	127.44
FEX_0000649	1608.02	1930.08	1219.42	1479.32	1943.14	1262.30	995.89	2564.51
FEX_0000650	9455.98	14409.92	10336.58	14870.68	16109.86	15405.70	12952.11	10486.49
FEX_0000651	216.89	223.85	268.86	226.17	280.63	144.59	188.78	133.46
FEX_0000652	1.11	7.15	1.14	8.83	4.37	2.41	1.22	3.54
FEX_0000653	85.26	290.95	188.69	490.51	405.26	180.10	101.67	90.00
FEX_0000654	1.74	3.05	9.30	31.49	28.74	20.90	15.33	0.00
FEX_0000655	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000656	237.79	454.32	174.81	305.45	506.18	251.01	264.11	344.28
FEX_0000657	78.21	100.68	212.19	117.55	77.82	287.99	290.09	76.72
FEX_0000658	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
FEX_0000659	2.02	7.00	2.00	3.00	21.00	9.00	6.00	11.04
FEX_0000660	20.00	11.00	218.00	14.00	34.00	45.00	27.00	20.00
FEX_0000661	0.00	7.00	0.00	1.00	0.00	3.00	0.00	3.00
FEX_0000663	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000664	1.32	2.82	1.30	13.42	0.00	1.77	2.39	3.46
FEX_0000666	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000667	2.00	1.00	0.00	5.04	2.34	0.00	6.00	0.00
FEX_0000668	4.44	1.06	1.09	8.62	1.00	9.16	4.32	6.13
FEX_0000669	27.02	40.00	2.00	24.01	23.00	4.62	44.95	0.00
FEX_0000670	6.00	7.09	3.00	11.98	1.04	12.26	7.00	9.00
FEX_0000672	0.87	0.00	1.02	2.41	4.98	4.22	3.00	4.99
FEX_0000674	1.00	1.00	0.00	2.22	0.00	1.00	2.16	3.00
FEX_0000675	465.54	885.12	529.96	608.98	895.04	632.00	533.74	177.05
FEX_0000676	1.99	9.00	2.00	3.00	1.10	4.00	3.34	10.34
FEX_0000677	51.00	59.00	4.00	22.00	15.00	16.39	14.11	2.83
FEX_0000678	0.00	0.00	0.00	3.00	0.00	0.00	0.99	1.00
FEX_0000679	101.00	207.00	200.00	129.00	43.05	336.72	113.00	98.00
FEX_0000680	8.00	5.32	6.43	88.08	2.00	8.98	2.75	6.11
FEX_0000681	2.00	0.00	1.00	3.00	0.00	1.00	0.00	2.00
FEX_0000682	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000683	269.42	595.11	368.45	353.53	917.29	392.49	385.33	656.41
FEX_0000684	2689.88	1249.89	1178.55	1601.50	1441.43	1279.89	1061.84	364.59
FEX_0000685	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000686	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000688	3.01	2.01	0.00	11.33	5.98	1.02	5.16	1.04
FEX_0000689	37.00	26.00	27.00	40.00	73.00	50.00	43.00	36.00
FEX_0000690	1.07	0.00	0.00	1.88	2.00	4.77	7.01	4.20
FEX_0000691	4.00	7.07	7.00	11.22	5.00	16.00	4.01	6.00
FEX_0000692	4.02	0.00	1.00	3.00	0.00	0.00	12.04	2.00
FEX_0000693	1.28	5.58	10.74	5.43	10.87	9.47	2.49	29.81
FEX_0000695	262.20	398.46	113.97	314.87	431.82	546.71	483.70	310.80
FEX_0000696	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000697	8.00	17.61	11.76	16.55	2.28	25.97	18.30	2.00
FEX_0000698	0.00	0.00	1.00	0.00	0.00	3.00	2.00	0.00
FEX_0000699	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00
FEX_0000700	23.00	25.00	16.00	16.00	35.00	52.00	16.00	26.00
FEX_0000701	0.00	3.00	0.00	0.00	4.00	0.00	1.00	0.00
FEX_0000702	123.00	184.00	179.00	289.00	228.00	218.00	193.00	478.00
FEX_0000704	42.07	38.75	67.39	23.73	49.61	84.88	93.06	31.07
FEX_0000705	587.80	358.27	514.67	211.54	309.28	1633.55	732.54	47.31
FEX_0000706	134.00	381.66	100.95	291.02	668.98	122.40	240.63	625.01
FEX_0000707	14.00	5.00	3.00	0.00	17.00	28.00	66.00	0.00
FEX_0000708	834.00	105.00	19758.00	44.00	1903.00	495.00	1411.00	2472.00
FEX_0000709	2.00	2.00	149.46	0.00	24.28	1.00	19.83	75.00
FEX_0000710	624.39	43.00	3254.06	40.31	828.01	967.14	7805.20	3386.63
FEX_0000711	133.61	0.00	399.94	7.69	121.99	935.86	5888.80	793.37
FEX_0000712	9.00	14.00	10.00	6.00	41.00	11.00	9.00	47.00
FEX_0000713	2095.00	2365.00	1157.00	2888.00	3222.00	1730.00	1789.00	1016.00
FEX_0000714	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0000715	78.00	65.00	69.00	58.00	191.00	56.00	75.00	218.00
FEX_0000716	1.00	1.00	4.00	4.00	4.00	8.00	10.00	2.00
FEX_0000717	63.09	41.64	35.00	35.16	22.22	31.33	40.81	13.16
FEX_0000718	208.91	265.36	110.00	877.84	367.78	327.67	73.19	59.84
FEX_0000719	0.00	0.00	0.00	0.00	0.00	3.00	1.00	0.00
FEX_0000720	281.00	69.00	508.00	110.00	32.00	213.00	333.00	28.00
FEX_0000721	208.06	270.15	189.00	222.00	228.32	402.28	437.00	120.00
FEX_0000722	2.00	0.00	0.00	3.00	0.00	3.00	0.00	0.00
FEX_0000723	6741.69	16526.64	7066.80	13439.33	59.34	948.79	31.61	4.81
FEX_0000724	0.00	0.00	2.31	0.00	0.00	0.00	0.00	1.51
FEX_0000725	1041.13	1543.55	1708.70	1107.71	1037.30	2146.49	1794.01	896.34
